;info;enunciado;options;ano;banca;orgao;prova;articles_mentioned_enunciado;articles_mentioned_options;all_articles_mentioned;articles_numbers;paragraphs_mentioned;chapters_mentioned;titles_mentioned;incisos_mentioned;job;is_social_work;has_articles
873;Ano: 2012 Banca: FEPESE Órgão: FCEE-SC;Conforme o artigo 5o da Lei Maria da Penha, configura violência doméstica e familiar contra a mulher qualquer ação ou omissão baseada no gênero que lhe cause:;"Alternativas
A
Sonolência, cansaço, dano moral ou morte. 
B
Dor, sonolência, dano moral ou patrimonial. 
C
Morte, lesão, sofrimento físico, sexual ou psicológico. 
D
Morte, cansaço mental, dano moral ou cansaço físico. 
E
Agonia, cansaço, sofrimento físico ou falta de vontade.";2012;FEPESE;FCEE-SC; FCEE-SC;['artigo 5o da lei maria da', 'artigo 5o'];;['artigo 5o da lei maria da', 'artigo 5o'];['5o'];;;;;;0.0;1.0
876;Ano: 2019 Banca: VUNESP Órgão: Prefeitura de Poá - SP;A Lei nº 11.340/06 distingue as várias formas de violência que podem ser empreendidas contra as mulheres. Assinale a alternativa que traz o conceito correto acerca dessa previsão legal.;"Alternativas
A
Violência física, entendida como qualquer conduta que lhe cause danos emocionais e diminuição da autoestima ou que lhe prejudique e perturbe o pleno desenvolvimento ou que vise degradar ou controlar suas ações, comportamentos, crenças e decisões, mediante ameaça, constrangimento, humilhação, manipulação, isolamento, vigilância constante, perseguição contumaz, insulto, chantagem, violação de sua intimidade, ridicularização, exploração e limitação do direito de ir e vir ou qualquer outro meio que lhe cause prejuízo à saúde psicológica e à autodeterminação.
B
Violência psicológica, entendida como qualquer conduta que a constranja a presenciar, a manter ou a participar de relação sexual não desejada, mediante intimidação, ameaça, coação ou uso da força; que a induza a comercializar ou a utilizar, de qualquer modo, a sua sexualidade, que a impeça de usar qualquer método contraceptivo ou que a force ao matrimônio, à gravidez, ao aborto ou à prostituição, mediante coação, chantagem, suborno ou manipulação; ou que limite ou anule o exercício de seus direitos sexuais e reprodutivos.
C
Violência sexual, entendida como qualquer conduta que configure calúnia, difamação ou injúria.
D
Violência patrimonial, entendida como qualquer conduta que configure retenção, subtração, destruição parcial ou total de seus objetos, instrumentos de trabalho, documentos pessoais, bens, valores e direitos ou recursos econômicos, incluindo os destinados a satisfazer suas necessidades.
E
Violência moral, entendida como qualquer conduta que ofenda sua integridade ou saúde corporal.";2019;VUNESP;Prefeitura de Poá - SP; Prefeitura de Poá - SP;;;;;;;;;;0.0;0.0
879;Ano: 2012 Banca: IMAM Órgão: Prefeitura de Lavras - MG;"O Plano de Enfrentamento da Violência Sexual Infanto Juvenil, apresenta garantias e defesas estratégicas no intuito de resgatar o compromisso de todos os segmentos e setores sociais a fim de eliminar qualquer forma de violência contra crianças e adolescentes. 
Este plano está fundamentado:";"Alternativas
A
no Código de Menores.
B
no Estatuto da Pedagogia do Oprimido.
C
na Lei Maria da Penha.
D
no Estatuto da Criança e do Adolescente.";2012;IMAM;Prefeitura de Lavras - MG; Prefeitura de Lavras - MG;;;;;;;;;;0.0;0.0
882;Ano: 2016 Banca: CESPE / CEBRASPE Órgão: PC-GO;"Júlio, durante discussão familiar com sua mulher no local onde ambos residem, sem justo motivo, agrediu-a, causando-lhe lesão corporal leve.
Nessa situação hipotética, conforme a Lei n.º 11.340/2006 e o entendimento do STJ,";"Alternativas
A
a ofendida poderá renunciar à representação, desde que o faça perante o juiz.
B
a ação penal proposta pelo Ministério Público será pública incondicionada.
C
a autoridade policial, independentemente de haver necessidade, deverá acompanhar a vítima para assegurar a retirada de seus pertences do domicílio familiar.
D
Júlio poderá ser beneficiado com a suspensão condicional do processo, se presentes todos os requisitos que autorizam o referido ato.
E
Júlio poderá receber proposta de transação penal do Ministério Público, se houver anuência da vítima.";2016;CESPE;PC-GO; PC-GO;;;;;;;;;;0.0;0.0
885;Ano: 2013 Banca: CESPE / CEBRASPE Órgão: TJ-DFT;Em relação à Lei Maria da Penha, assinale a opção correta.;"Alternativas
A
O escopo da lei em apreço é a proteção da mulher em situação de fragilidade/vulnerabilidade diante do homem, desde que caracterizado o vínculo de relação doméstica, familiar ou de afetividade, não se aplicando os dispositivos dessa lei às relações domésticas e afetivas entre pessoas do mesmo sexo.
B
Para a incidência dessa lei, é necessária a comprovação da coabitação entre o agente e a vítima ao tempo do crime.
C
Consoante entendimento do STF, nos casos de lesão corporal grave, no âmbito doméstico, a ação penal será pública condicionada à representação da vítima.
D
Conforme entendimento do STJ, é possível o recebimento da denúncia com base no depoimento da vítima por crimes de ameaça praticados no ambiente doméstico, pois, ao longo da instrução processual, é que serão colhidos outros elementos de convicção, que irão, ou não, confirmar as alegações da vítima colhidas extrajudicialmente.
E
De acordo com o posicionamento do STF, nos casos de lesão corporal leve, no âmbito doméstico, a ação penal é privada.";2013;CESPE;TJ-DFT; TJ-DFT;;;;;;;;;;0.0;0.0
888;Ano: 2019 Banca: OBJETIVA Órgão: Prefeitura de São João da Urtiga - RS Prova: OBJETIVA - 2019 - Prefeitura de São João da Urtiga - RS - Fisioterapeuta;"Segundo a Lei nº 11.340/2006 - Lei Maria da Penha, analisar os itens abaixo:
I. A assistência à mulher em situação de violência doméstica e familiar compreenderá o acesso aos benefícios decorrentes do desenvolvimento científico e tecnológico, incluindo os serviços de contracepção de emergência, a profilaxia das Doenças Sexualmente Transmissíveis (DST) e da Síndrome da Imunodeficiência Adquirida (AIDS) e outros procedimentos médicos necessários e cabíveis nos casos de violência sexual. II. Não serão admitidos, em hipótese alguma, como meios de prova os laudos ou prontuários médicos fornecidos por hospitais ou postos de saúde.";"Alternativas
A
Os itens I e II estão corretos.
B
Somente o item I está correto.
C
Somente o item II está correto.
D
Os itens I e II estão incorretos.";2019;OBJETIVA;Prefeitura de São João da Urtiga - RS ; OBJETIVA - 2019 - Prefeitura de São João da Urtiga - RS - Fisioterapeuta;;;;;;;;;Fisioterapeuta;0.0;0.0
891;Ano: 2018 Banca: ADM&TEC Órgão: Prefeitura de Serra Talhada - PE Prova: ADM&TEC - 2018 - Prefeitura de Serra Talhada - PE - Guarda Municipal;"Leia as afirmativas a seguir:

I. A violência sexual contra a mulher inclui qualquer conduta que, entre outros aspectos, a constranja a presenciar ou a manter relação sexual não desejada, mediante intimidação, ameaça ou outros meios.
II. Fazer o funcionário público afirmação falsa ou enganosa, omitir a verdade, sonegar informações ou dados técnico-científicos em procedimentos de autorização ou de licenciamento ambiental é crime sujeito a pena de multa, não sendo passível de pena de reclusão.

Marque a alternativa CORRETA:
";"Alternativas
A
As duas afirmativas são verdadeiras.
B
A afirmativa I é verdadeira, e a II é falsa.
C
A afirmativa II é verdadeira, e a I é falsa.
D
As duas afirmativas são falsas.";2018;ADM&TEC;Prefeitura de Serra Talhada - PE ; ADM&TEC - 2018 - Prefeitura de Serra Talhada - PE - Guarda Municipal;;;;;;;;;Guarda Municipal;0.0;0.0
894;Ano: 2019 Banca: OBJETIVA Órgão: Prefeitura de Candói - PR Prova: OBJETIVA - 2019 - Prefeitura de Candói - PR - Enfermeiro;"Conforme o disposto na Lei nº 11.340/2006 - Lei Maria da Penha, assinalar a alternativa que preenche a lacuna abaixo CORRETAMENTE:




Os Juizados de Violência Doméstica e Familiar contra a Mulher que vierem a ser criados poderão contar com uma equipe de atendimento multidisciplinar, a ser integrada por profissionais especializados nas áreas _____________, jurídica e de saúde.
";"Alternativas
A
psicossocial
B
educacional
C
habitacional
D
farmacológica
E
profissional";2019;OBJETIVA;Prefeitura de Candói - PR ; OBJETIVA - 2019 - Prefeitura de Candói - PR - Enfermeiro;;;;;;;;;Enfermeiro;0.0;0.0
897;Ano: 2019 Banca: OBJETIVA Órgão: Prefeitura de Candói - PR Prova: OBJETIVA - 2019 - Prefeitura de Candói - PR - Médico - Clínico Geral;"Conforme o disposto na Lei nº 11.340/2006 - Lei Maria da Penha, as sinalar a al ternativa que pr eenche a l acuna abaixo CORRETAMENTE:




Os J uizados de V iolência D oméstica e F amiliar c ontra a Mulher que vierem a ser criados poderão contar com uma equipe de atendimento multidisciplinar, a ser integrada por profissionais especialiizados nas áreas _, jurídica e de saúde.
";"Alternativas
A
psicossocial
B
educacional
C
habitacional
D
farmacológica
E
profissional";2019;OBJETIVA;Prefeitura de Candói - PR ; OBJETIVA - 2019 - Prefeitura de Candói - PR - Médico - Clínico Geral;;;;;;;;;Médico Clínico Geral;0.0;0.0
900;Ano: 2019 Banca: VUNESP Órgão: Prefeitura de Caraguatatuba - SP Prova: VUNESP - 2019 - Prefeitura de Caraguatatuba - SP - Guarda Civil Municipal;No atendimento à mulher em situação de violência doméstica e familiar, a autoridade policial, entre outras providências, deverá;"Alternativas
A
garantir proteção policial, em qualquer situação, comunicando de imediato o Conselho de Proteção.
B
quando houver risco à vida da mulher, encaminhar a ofendida ao hospital ou posto de saúde e ao Instituto Médico Legal, após cientificar o Ministério Público.
C
se necessário, acompanhar a ofendida para assegurar a retirada de seus pertences do local da ocorrência ou do domicílio familiar.
D
quando houver risco à vida da mulher, fornecer transporte exclusivamente a ofendida, sendo vedado o transporte de seus dependentes.
E
convocar o marido e promover uma tentativa de conciliação, encaminhando ao Poder Judiciário um relatório para homologação.";2019;VUNESP;Prefeitura de Caraguatatuba - SP ; VUNESP - 2019 - Prefeitura de Caraguatatuba - SP - Guarda Civil Municipal;;;;;;;;;Guarda Civil Municipal;0.0;0.0
903;Ano: 2018 Banca: FGR Órgão: Prefeitura de Cabeceira Grande - MG Prova: FGR - 2018 - Prefeitura de Cabeceira Grande - MG - Assistente Social;Segundo a Lei Maria da Penha, lei nº 11.340/2006, são formas de violência doméstica e familiar contra a mulher, dentre outras, é CORRETO afirmar que:;"Alternativas
A
A violência psicológica, entendida como qualquer conduta que lhe cause dano emocional e diminuição da autoestima ou que lhe prejudique e perturbe o pleno desenvolvimento ou que vise degradar ou controlar suas ações, comportamentos, crenças e decisões, mediante ameaça, constrangimento, humilhação, manipulação, isolamento, vigilância constante, perseguição contumaz, insulto, chantagem, ridicularização, exploração e limitação do direito de ir e vir ou qualquer outro meio que lhe cause prejuízo à saúde psicológica e à autodeterminação;
B
A violência moral, entendida como qualquer conduta que a constranja a presenciar, a manter ou a participar de relação sexual não desejada, mediante intimidação, ameaça, coação ou uso da força; que a induza a comercializar ou a utilizar, de qualquer modo, a sua sexualidade, que a impeça de usar qualquer método contraceptivo ou que a force ao matrimônio, à gravidez, ao aborto ou à prostituição, mediante coação, chantagem, suborno ou manipulação;
C
A violência física, entendida como qualquer conduta que configure retenção, subtração, destruição parcial ou total de seus objetos, instrumentos de trabalho, documentos pessoais, bens, valores e direitos ou recursos econômicos, incluindo os destinados a satisfazer suas necessidades;
D
A violência sexual, entendida como qualquer conduta que configure calúnia, difamação ou injúria";2018;FGR;Prefeitura de Cabeceira Grande - MG ; FGR - 2018 - Prefeitura de Cabeceira Grande - MG - Assistente Social;;;;;;;;;Assistente Social;1.0;0.0
906;Ano: 2019 Banca: CONTEMAX Órgão: Prefeitura de Aroeiras - PB Prova: CONTEMAX - 2019 - Prefeitura de Aroeiras - PB - Assistente Social;"A Lei Maria da Penha, nº 11.340/2006, cria mecanismos para coibir a violência doméstica e familiar contra a mulher. Para efeitos dessa Lei, configura-se como violência doméstica e familiar contra a mulher:




I – A violência cometida no âmbito doméstico, compreendido como o espaço de convívio permanente de pessoas, com ou sem vínculo familiar, inclusive as esporadicamente agregadas.

II – A violência cometida no âmbito da família, compreendida como o grupo formado somente por indivíduos com laços consanguíneos.

III – A violência cometida em qualquer relação íntima de afeto, na qual o agressor conviva ou tenha convivido com a ofendida, independentemente de coabitação.




Está(ão) correta(s) a(s) alternativas";"Alternativas
A
I e III, apenas.
B
I e II, apenas
C
II, apenas.
D
II e III, apenas.
E
I, II e III.";2019;CONTEMAX;Prefeitura de Aroeiras - PB ; CONTEMAX - 2019 - Prefeitura de Aroeiras - PB - Assistente Social;;;;;;;;['\nii ', '\niii '];Assistente Social;1.0;0.0
909;Ano: 2019 Banca: CONTEMAX Órgão: Prefeitura de Aroeiras - PB Prova: CONTEMAX - 2019 - Prefeitura de Aroeiras - PB - Assistente Social;"Quando constatada a prática de violência doméstica e familiar contra a mulher, a autoridade judicial, à luz da Lei Maria da Penha nº 11.340/2006, poderá aplicar as seguintes medidas:




I – Aplicação de penas pecuniárias como cestas básicas e multa.

II – Afastamento do agressor do lar, domicílio ou local de convivência com a ofendida.

III – Proibição de aproximação da ofendida, de seus familiares e testemunhas.




Está(ão) correta(s) a(s) alternativas";"Alternativas
A
I e III, apenas.
B
I e II, apenas.
C
II, apenas.
D
II e III, apenas.
E
I, II e III.";2019;CONTEMAX;Prefeitura de Aroeiras - PB ; CONTEMAX - 2019 - Prefeitura de Aroeiras - PB - Assistente Social;;;;;;;;['\nii ', '\niii '];Assistente Social;1.0;0.0
912;Ano: 2018 Banca: OBJETIVA Órgão: Prefeitura de São Pedro do Sul - RS Prova: OBJETIVA - 2018 - Prefeitura de São Pedro do Sul - RS - Assistente Social;Segundo a Lei nº 11.340/2006, em todos os casos de violência doméstica e familiar contra a mulher, feito o registro da ocorrência, deverá a autoridade policial adotar, de imediato, alguns procedimentos, sem prejuízo daqueles previstos no Código de Processo Penal, EXCETO:;"Alternativas
A
Ouvir a ofendida, lavrar o boletim de ocorrência e tomar a representação a termo, se apresentada.
B
Determinar que se proceda ao exame de corpo de delito da ofendida e requisitar outros exames periciais necessários.
C
Remeter, no prazo de 48 horas, expediente apartado ao juiz com o pedido da ofendida, para a concessão de medidas protetivas de urgência.
D
Admitir como meios de prova somente os laudos ou prontuários médicos fornecidos por hospitais; os laudos de postos de saúde não serão considerados.";2018;OBJETIVA;Prefeitura de São Pedro do Sul - RS ; OBJETIVA - 2018 - Prefeitura de São Pedro do Sul - RS - Assistente Social;;;;;;;;;Assistente Social;1.0;0.0
915;Ano: 2018 Banca: FAFIPA Órgão: Prefeitura de Loanda - PR Prova: FAFIPA - 2018 - Prefeitura de Loanda - PR - Psicólogo;"Com relação às formas de violência doméstica e familiar contra a mulher, segundo a Lei Maria da Penha, nº 11.340, relacione os itens a seguir e, em seguida, assinale a alternativa que apresenta a sequência CORRETA:
I. Violência física. II. Violência psicológica. III. Violência patrimonial. IV. Violência moral.
( ) Entendida como qualquer conduta que configure retenção, subtração, destruição parcial ou total de seus objetos, instrumentos de trabalho, documentos pessoais, bens, valores e direitos ou recursos econômicos, incluindo os destinados a satisfazer suas necessidades. ( ) Entendida como qualquer conduta que configure calúnia, difamação ou injúria. ( ) Entendida como qualquer conduta que lhe cause dano emocional e diminuição da autoestima ou que lhe prejudique e perturbe o pleno desenvolvimento, entre outros. ( ) Entendida como qualquer conduta que ofenda sua integridade ou saúde corporal.
";"Alternativas
A
IV, III, I, II.
B
III, IV, II, I.
C
IV, III, II, I.
D
III, IV, I, II.";2018;FAFIPA;Prefeitura de Loanda - PR ; FAFIPA - 2018 - Prefeitura de Loanda - PR - Psicólogo;;;;;;;;;Psicólogo;0.0;0.0
918;Ano: 2020 Banca: INSTITUTO AOCP Órgão: Prefeitura de Novo Hamburgo - RS Prova: INSTITUTO AOCP - 2020 - Prefeitura de Novo Hamburgo - RS - Advogado do CREAS/SUAS;Em relação à Lei nº 11.340/06 (Lei Maria da Penha), assinale a alternativa INCORRETA.;"Alternativas
A
Toda mulher, independentemente de classe, raça, etnia, orientação sexual, renda, cultura, nível educacional, idade e religião, goza dos direitos fundamentais inerentes à pessoa humana, sendo-lhe asseguradas as oportunidades e facilidades para viver sem violência, preservar sua saúde física e mental e seu aperfeiçoamento moral, intelectual e social.

B
A violência doméstica e familiar contra a mulher constitui uma das formas de violação dos direitos humanos.

C
É possível a aplicação, nos casos de violência doméstica e familiar contra a mulher, de penas de cesta básica.
D
É direito da mulher em situação de violência doméstica e familiar o atendimento policial e pericial especializado, ininterrupto e prestado por servidores preferencialmente do sexo feminino previamente capacitados.

E
A ofendida deverá ser notificada dos atos processuais relativos ao agressor, especialmente dos pertinentes ao ingresso e à saída da prisão, sem prejuízo da intimação do advogado constituído ou do defensor público.
";2020;INSTITUTO;Prefeitura de Novo Hamburgo - RS ; INSTITUTO AOCP - 2020 - Prefeitura de Novo Hamburgo - RS - Advogado do CREAS/SUAS;;;;;;;;;Advogado do CREASSUAS;0.0;0.0
921;Ano: 2019 Banca: FEPESE Órgão: SAP-SC Prova: FEPESE - 2019 - SAP-SC - Agente Penitenciário;"Analise as afirmativas abaixo sobre as medidas protetivas de urgência, de acordo com a Lei dos Crimes contra Violência Doméstica e Familiar contra a Mulher (Lei nº 11.343, de 23 de agosto de 2006).
1. Para garantir a efetividade das medidas protetivas de urgência, poderá o juiz requisitar, a qualquer momento, auxílio da força policial. 2. Cabe ao juiz, no prazo 5 dias, a contar do recebimento do expediente com o pedido da ofendida, decidir sobre as medidas protetivas de urgência. 3. Poderá o juiz, quando necessário, sem prejuízo de outras medidas, determinar a separação de corpos. 4. As medidas protetivas de urgência poderão ser concedidas pelo magistrado mediante pedido da ofendida, sendo vedado o requerimento do Ministério Público para essa finalidade.
Assinale a alternativa que indica todas as afirmativas corretas.
";"Alternativas
A
É correta apenas a afirmativa 1.
B
São corretas apenas as afirmativas 1 e 3.
C
São corretas apenas as afirmativas 3 e 4.
D
São corretas apenas as afirmativas 1, 2 e 4.
E
São corretas as afirmativas 1, 2, 3 e 4.";2019;FEPESE;SAP-SC ; FEPESE - 2019 - SAP-SC - Agente Penitenciário;;;;;;;;;Agente Penitenciário;0.0;0.0
924;Ano: 2019 Banca: FEPESE Órgão: SAP-SC Prova: FEPESE - 2019 - SAP-SC - Agente Penitenciário;"Considerando o disposto na Lei nº 11.340, de 7 de agosto de 2006 (Lei Maria da Penha), são formas de violência doméstica e familiar contra a mulher, entre outras:
1. a violência física, entendida como qualquer conduta que configure retenção, subtração, destruição parcial ou total de seus objetos, instrumentos de trabalho, documentos pessoais, bens, valores e direitos ou recursos econômicos, incluindo os destinados a satisfazer suas necessidades. 2. a violência moral, entendida como qualquer conduta que configure calúnia, difamação ou injúria. 3. a violência psicofísica, entendida como qualquer conduta que a constranja a presenciar, a manter ou a participar de relação sexual não desejada, mediante intimidação, ameaça, coação ou uso da força; que a induza a comercializar ou a utilizar, de qualquer modo, a sua sexualidade, que a impeça de usar qualquer método contraceptivo ou que a force ao matrimônio, à gravidez, ao aborto ou à prostituição, mediante coação, chantagem, suborno ou manipulação; ou que limite ou anule o exercício de seus direitos sexuais e reprodutivos. 4. a violência psicológica, entendida como qualquer conduta que lhe cause dano emocional e diminuição da autoestima ou que lhe prejudique e perturbe o pleno desenvolvimento ou que vise degradar ou controlar suas ações, comportamentos, crenças e decisões, mediante ameaça, constrangimento, humilhação, manipulação, isolamento, vigilância constante, perseguição contumaz, insulto, chantagem, violação de sua intimidade, ridicularização, exploração e limitação do direito de ir e vir ou qualquer outro meio que lhe cause prejuízo à saúde psicológica e à autodeterminação.
Assinale a alternativa que indica todas as afirmativas corretas.
";"Alternativas
A
É correta apenas a afirmativa 3.
B
São corretas apenas as afirmativas 1 e 3.
C
São corretas apenas as afirmativas 2 e 4.
D
São corretas apenas as afirmativas 1, 3 e 4.
E
São corretas apenas as afirmativas 2, 3 e 4.";2019;FEPESE;SAP-SC ; FEPESE - 2019 - SAP-SC - Agente Penitenciário;;;;;;;;[' ir ', ' vir '];Agente Penitenciário;0.0;0.0
927;Ano: 2020 Banca: VUNESP Órgão: Prefeitura de Cananéia - SP Prova: VUNESP - 2020 - Prefeitura de Cananéia - SP - Coordenador do Centro de Referência e Assistência Social;A violência contra a mulher pode ser compreendida como resultado da estruturação na sociedade de um tipo de relação em que todas as formas dessa violência encontram um denominador comum: o patriarcado. Para coibir a violência doméstica e familiar contra a mulher, a Lei nº 11.340/2006, Lei Maria da Penha, cria mecanismos para tanto. De acordo com o art. 5º dessa Lei, configura violência doméstica e familiar contra a mulher qualquer ação ou omissão baseada no gênero que lhe cause morte, lesão, sofrimento físico, sexual ou psicológico e dano moral ou;"Alternativas
A
afetivo.
B
específico.
C
patrimonial.
D
subjetivo.
E
permanente.";2020;VUNESP;Prefeitura de Cananéia - SP ; VUNESP - 2020 - Prefeitura de Cananéia - SP - Coordenador do Centro de Referência e Assistência Social;['art 5 dessa lei', 'art 5'];;['art 5 dessa lei', 'art 5'];['5'];;;;;Coordenador do Centro de Referência e Assistência Social;1.0;1.0
930;Ano: 2019 Banca: OBJETIVA Órgão: Prefeitura de Jahu - SP Prova: OBJETIVA - 2019 - Prefeitura de Jahu - SP - Enfermeiro PSF;"De acordo com a Lei nº 11.340/2006, analisar a sentença abaixo:




Assistência à mulher em situação de violência doméstica e familiar será prestada de forma articulada e conforme os princípios e as diretrizes previstos na Lei Orgânica da Assistência Social, no SUS, no Sistema Único de Segurança Pública, entre outras normas e políticas públicas de proteção, e emergencialmente quando for o caso (1ª parte). É direito da mulher em situação de violência doméstica e familiar o atendimento policial e pericial especializado, ininterrupto e prestado por servidores - preferencialmente do sexo feminino - previamente capacitados (2ª parte).




A sentença está:";"Alternativas
A
Totalmente correta.
B
Correta somente em sua 1ª parte.
C
Correta somente em sua 2ª parte.
D
Totalmente incorreta.";2019;OBJETIVA;Prefeitura de Jahu - SP ; OBJETIVA - 2019 - Prefeitura de Jahu - SP - Enfermeiro PSF;;;;;;;;;Enfermeiro PSF;0.0;0.0
933;Ano: 2019 Banca: OBJETIVA Órgão: Prefeitura de Faxinalzinho - RS Provas: OBJETIVA - 2019 - Prefeitura de Faxinalzinho - RS - Psicólogo ;"De acordo com a Lei nº 11.340/2006, analisar a sentença abaixo:
A assistência à mulher em situação de violência doméstica e familiar compreenderá o acesso aos benefícios decorrentes do desenvolvimento científico e tecnológico, incluindo os serviços de contracepção de emergência, a profilaxia das Doenças Sexualmente Transmissíveis (DST) e da Síndrome da Imunodeficiência Adquirida (AIDS) e outros procedimentos médicos necessários e cabíveis nos casos de violência sexual (1ª parte). Constatada a prática de violência doméstica e familiar contra a mulher, nos termos dessa Lei, o juiz poderá aplicar, de imediato, ao agressor, em conjunto ou separadamente, algumas medidas protetivas de urgência, por exemplo, afastamento do lar, domicílio ou local de convivência com a ofendida (2ª parte).
A sentença está:";"Alternativas
A
Totalmente correta.
B
Correta somente em sua 1ª parte.
C
Correta somente em sua 2ª parte.
D
Totalmente incorreta.";2019;OBJETIVA;Prefeitura de Faxinalzinho - RS ; OBJETIVA - 2019 - Prefeitura de Faxinalzinho - RS - Psicólogo ;;;;;;;;;Psicólogo;0.0;0.0
936;Ano: 2019 Banca: OBJETIVA Órgão: FHSTE - RS Prova: OBJETIVA - 2019 - FHSTE - RS - Técnico de Enfermagem;"De acordo com a Lei nº 11.340/2006 - Lei Maria da Penha, sobre a assistência à mulher em situação de violência doméstica e familiar, assinalar a alternativa CORRETA:
";"Alternativas
A
A assistência à mulher em situação de violência doméstica e familiar será prestada de forma articulada e conforme os princípios e as diretrizes previstos na Lei Orgânica da Assistência Social, no Sistema Único de Saúde, no Sistema Único de Segurança Pública, entre outras normas e políticas públicas de proteção, mas nunca emergencialmente.

B
O juiz determinará, por prazo certo, a inclusão da mulher em situação de violência doméstica e familiar no cadastro de programas assistenciais, somente do governo municipal, visando à descentralização das competências do poder público.

C
A assistência à mulher em situação de violência doméstica e familiar compreenderá o acesso aos benefícios decorrentes do desenvolvimento científico e tecnológico, exceto os serviços de contracepção de emergência e a profilaxia das Doenças Sexualmente Transmissíveis (DSTs).

D
Aquele que, por ação ou omissão, causar lesão, violência física, sexual ou psicológica e dano moral ou patrimonial à mulher fica obrigado a ressarcir todos os danos causados, inclusive ressarcir o Sistema Único de Saúde (SUS), de acordo com a tabela SUS, os custos relativos aos serviços de saúde prestados para o total tratamento das vítimas em situação de violência doméstica e familiar, recolhidos os recursos assim arrecadados ao Fundo de Saúde do ente federado responsável pelas unidades de saúde que prestarem o serviço.
";2019;OBJETIVA;FHSTE - RS ; OBJETIVA - 2019 - FHSTE - RS - Técnico de Enfermagem;;;;;;;;;Técnico de Enfermagem;0.0;0.0
939;Ano: 2020 Banca: Quadrix Órgão: CFP Prova: Quadrix - 2020 - CFP - Especialista em Psicologia - Jurídica;As medidas protetivas de urgência asseguradas pela Lei Maria da Penha poderão ser concedidas;"Alternativas
A
pelo juiz, a requerimento do Ministério Público ou a pedido da ofendida.
B
pelo Ministério Público.
C
pela autoridade policial.
D
a pedido da parte ofendida e corroboradas pelo juiz.
E
pela parte ofendida.";2020;Quadrix;CFP ; Quadrix - 2020 - CFP - Especialista em Psicologia - Jurídica;;;;;;;;;Especialista em Psicologia Jurídica;0.0;0.0
942;Ano: 2018 Banca: Quadrix Órgão: CFP Prova: Quadrix - 2018 - CFP - Especialista em Psicologia - Jurídica;"De acordo com a Lei n.º 11.340/2006, denominada de Maria da Penha, art. 22, caso seja constatada a prática de violência doméstica e familiar contra a mulher, o juiz poderá aplicar, de imediato, ao agressor, em conjunto ou separadamente, algumas medidas protetivas de urgência. Com base nessa informação, julgue os itens que se seguem.




I Entre outras, uma medida protetiva que poderá ser adotada pelo juiz é a suspensão da posse ou a restrição do porte de armas, com comunicação ao órgão competente, nos termos da Lei n.º 10.826/2003.

II Entre outras, uma medida protetiva que poderá ser adotada pelo juiz é o afastamento do lar, domicílio ou local de convivência com a ofendida.

III Entre outras, uma medida protetiva que poderá ser adotada pelo juiz é a frequentação facultativa de lugares públicos, desde que o agressor não tente contato com a ofendida.




Assinale a alternativa correta.
";"Alternativas
A
Nenhum item está certo.
B
Apenas o item I está certo.
C
Apenas os itens I e II estão certos.
D
Apenas os itens I e III estão certos.
E
Todos os itens estão certos.";2018;Quadrix;CFP ; Quadrix - 2018 - CFP - Especialista em Psicologia - Jurídica;['art 22', 'art 22, caso'];;['art 22', 'art 22, caso'];['22'];;;;['\nii ', '\niii '];Especialista em Psicologia Jurídica;0.0;1.0
945;Ano: 2019 Banca: OBJETIVA Órgão: Prefeitura de Pinto Bandeira - RS Provas: OBJETIVA - 2019 - Prefeitura de Pinto Bandeira - RS - Psicólogo ;"Em conformidade com a Lei nº 11.340/2006 - Lei Maria da Penha, com relação ao que é considerado parte da violência sexual, analisar os itens abaixo:

I. Impedir a mulher de fazer o uso de método contraceptivo.

II. Forçar a mulher a ficar grávida ou realizar aborto.

III. Constranger a mulher a presenciar relação sexual por meio da intimidação e/ou ameaça.

Está(ão) CORRETO(S):";"Alternativas
A
Somente o item I.
B
Somente os itens I e II.
C
Somente os itens II e III.
D
Todos os itens.
E
.";2019;OBJETIVA;Prefeitura de Pinto Bandeira - RS ; OBJETIVA - 2019 - Prefeitura de Pinto Bandeira - RS - Psicólogo ;;;;;;;;;Psicólogo;0.0;0.0
