;index;variable;value
117;10;2;"A Resolução Nº 109, de 11 de novembro de 2009, aprova a Tipificação Nacional de Serviços Socioassistenciais, organizados por níveis de complexidade do SUAS: Proteção Social Básica e Proteção Social Especial de Média e Alta Complexidade.

A esse respeito, assinale a alternativa INCORRETA. - Alternativas
A
O Serviço de Convivência e Fortalecimento de Vínculos e o Serviço de Proteção Social a Adolescentes em Cumprimento de Medida Socioeducativa são serviços de Proteção Social Básica.
B
Os serviços de Acolhimento em República, Acolhimento em Família Acolhedora e Serviço de Proteção em Situações de Calamidades Públicas e de Emergências são serviços de proteção especial de Alta Complexidade.
C
Os Serviços de Proteção e Atendimento Especializado a Famílias e Indivíduos (PAEFI) e o Serviço Especializado em Abordagem Social são serviços da proteção especial de Média Complexidade.
D
Os Serviços de Convivência e Fortalecimento de Vínculos e o Serviço Especializado para Pessoas em Situação de Rua são serviços de Proteção Social Básica e Serviço de proteção especial de Média Complexidade, respectivamente."
12;11;0;"Analise a seguir as referências aos princípios que regem a assistência social, contidos na Lei Orgânica da Assistência Social - LOAS.
1) Supremacia do atendimento às necessidades sociais sobre as exigências de rentabilidade econômica. 2) Universalização dos direitos sociais, a fim de tornar o destinatário da ação assistencial alcançável pelas demais políticas públicas. 3) Respeito à dignidade do cidadão, à sua autonomia e ao seu direito a benefícios e serviços de qualidade, bem como à convivência familiar e comunitária, vedando-se qualquer comprovação vexatória de necessidade. 4) Igualdade de direitos no acesso ao atendimento, sem discriminação de qualquer natureza,garantindo-se equivalência às populações urbanas e rurais. 5) Divulgação ampla dos benefícios, serviços, programas e projetos assistenciais, bem como dos recursos oferecidos pelo Poder Público e dos critérios para sua concessão.
Estão corretas:
 - Alternativas
A
2 e 3, apenas.
B
1 e 5, apenas
C
1, 2 e 3, apenas.
D
1, 2, 3 e 4, apenas.
E
1, 2, 3, 4 e 5."
65;11;1;"NÃO se constitui princípio da Política Nacional de Assistência Social: - Alternativas
A
Universalização dos direitos sociais, a fim de tornar o destinatário da ação assistencial alcançável pelas demais políticas públicas.
B
Respeito à dignidade do cidadão, à sua autonomia e ao seu direito a benefícios e serviços de qualidade, bem como à convivência familiar e comunitária, vedando-se qualquer comprovação vexatória de necessidade.
C
Igualdade de direitos no acesso ao atendimento, sem discriminação de qualquer natureza, garantindo-se equivalência às populações urbanas e rurais.
D
Submissão do atendimento das necessidades sociais às exigências de rentabilidade econômica.
E
Divulgação ampla dos benefícios, serviços, programas e projetos assistenciais, bem como dos recursos oferecidos pelo Poder Público e dos critérios para sua concessão."
118;11;2;"A organização da assistência social tem como base quais diretrizes? - Alternativas
A
Igualdade de direitos no acesso ao atendimento, sem discriminação de qualquer natureza, garantindo-se equivalência às populações urbanas e rurais e divulgação ampla dos benefícios, serviços, programas e projetos assistenciais, bem como dos recursos oferecidos pelo Poder Público e dos critérios para sua concessão.
B
Respeito à dignidade do cidadão, à sua autonomia e ao seu direito a benefícios e serviços de qualidade, bem como à convivência familiar e comunitária, vedando-se qualquer comprovação vexatória de necessidade.
C
Supremacia do atendimento às necessidades sociais sobre as exigências de rentabilidade econômica.
D
Universalização dos direitos sociais, a fim de tornar o destinatário da ação assistencial alcançável pelas demais políticas públicas.
E
Descentralização político-administrativa para os Estados, o Distrito Federal e os Municípios, e comando único das ações em cada esfera de governo; participação da população, por meio de organizações representativas, na formulação das políticas e no controle das ações em todos os níveis; primazia da responsabilidade do Estado na condução da política de assistência social em cada esfera de governo."
13;12;0;"São objetivos do SUAS, exceto: - Alternativas
A
Definir os níveis de gestão, de acordo com estágios de organização da gestão e ofertas de serviços pactuados nacionalmente.
B
Orientar-se pelo princípio da sectarização e regular, em todo o território nacional, a não hierarquia, as desvinculações e as responsabilidades quanto à oferta dos serviços, benefícios, programas e projetos de assistência social.
C
Consolidar a gestão compartilhada, o cofinanciamento e a cooperação técnica entre a União, os Estados, o Distrito Federal e os Municípios que, de modo articulado, operam a proteção social não contributiva e garantem os direitos dos usuários.
D
Estabelecer as responsabilidades da União, dos Estados, do Distrito Federal e dos Municípios na organização, regulação, manutenção e expansão das ações de assistência social."
66;12;1;"A aprovação da Norma Operacional Básica em 2012 institui o Pacto de Aprimoramento do SUAS firmado entre a União, os Estados, o Distrito Federal e os Municípios, mecanismo de aperfeiçoamento da gestão, dos serviços, programas, projetos e benefícios socioassistenciais. Por meio do Pacto são estabelecidas as metas e as prioridades nacionais no âmbito do SUAS, prevendo-se sua revisão anual. De acordo com o artigo 39, § 1° da NOB, o processo de acompanhamento desencadeará ações que objetivam a resolução das dificuldades para o alcance das metas e terá como instrumentos de assessoramento os - Alternativas
A
índices de gestão descentralizada.
B
planos de providências e de apoio.
C
projetos de pesquisa e avaliação continuadas.
D
planos municipais de assistência social.
E
programas de monitoramento e capacitação permanente."
119;12;2;"A NOB-SUAS/2005 representou um marco fundamental na estruturação da Política Pública de Assistência Social, imprimindo um grande salto quantitativo na implantação de serviços socioassistenciais em todo o território nacional, tendo como base critérios de partilha transparentes e objetivos, adequados à distribuição territorial das populações vulneráveis, com a alocação equitativa do cofinanciamento federal e a possibilidade de superação das distorções regionais históricas. A respeito da NOB/SUAS, julgue os itens a seguir e assinale a alternativa correta.

I- A lógica de financiamento da assistência social, trazida pela norma operacional de 2005, introduziu o repasse por pisos de proteção, zelando pela garantia da oferta permanente de serviços socioassistenciais, com base na capacidade de atendimento, e não mais pela quantidade e modalidade de atendimento. Instituiu a transferência regular e automática fundo a fundo, do Fundo Nacional para os Fundos Municipais, do Distrito Federal e Estaduais de Assistência Social e simplificou os instrumentos de repasse e prestação de contas do cofinanciamento federal, rompendo com a relação convenial tradicional.

II- A Norma trouxe também as responsabilidades com relação ao gestor da política, no âmbito da União, dos Estados, do Distrito Federal e dos Municípios, sendo que, em relação a estes últimos, foram definidos três níveis de gestão: Inicial, Básica e Plena, que estabeleceram uma gradualidade na assunção das responsabilidades pelos Municípios de acordo com a organização do sistema local de assistência social.

III- Para cada nível de gestão foram definidas as responsabilidades, os incentivos e requisitos de habilitação ao SUAS. Para os Estados e Distrito Federal, foram estabelecidas prioridades por meio do Pacto de Aprimoramento da Gestão, como instrumento de adesão ao SUAS.

IV- A instituição de monitoramento sistemático e a territorialização dos equipamentos de assistência social nas áreas de maior vulnerabilidade e risco resultaram em um grande desafio para a gestão do SUAS: a implantação da vigilância socioassistencial, estratégia fundamental para o reconhecimento e localização das vulnerabilidades e riscos e das violações de direito nos territórios, que oriente e avalie a oferta de serviços socioassistenciais de acordo com as necessidades de seus usuários.

V- Outro avanço importante da NOB SUAS/2005 foi a instituição da informação como ferramenta imprescindível para uma gestão baseada nas evidências, que orienta a organização do sistema e do processo de planejamento e de tomada de decisão. Destaca-se, nesse sentido, a instituição do Sistema Nacional de Informação do Sistema Único de Assistência Social – Rede SUAS.
 - Alternativas
A
V – V – V – V – V.
B
V – F – F – F – V.
C
F – F – V – F – F.
D
F – V – F – V – F."
14;13;0;"A seguridade social compreende um conjunto integrado de ações de iniciativa dos poderes públicos e da sociedade, destinadas a assegurar os direitos relativos à saúde, à previdência e à assistência social. De acordo com a constituição federal de 1988, considera-se um dos objetivos da seguridade social: - Alternativas
A
A universalidade da cobertura e do atendimento.
B
O Caráter centralizado da gestão administrativa.
C
A Homogeneidade dos benefícios e serviços às populações urbanas e rurais.
D
A Redutibilidade do valor dos benefícios."
67;13;1;"Segundo a Constituição Federal de 1988, a seguridade social compreende um conjunto integrado de ações de iniciativa dos Poderes Públicos e da sociedade, destinadas a assegurar os direitos relativos à saúde, à previdência e à assistência social. Compete ao Poder Público, nos termos da lei, organizar a seguridade social, com base nos seguintes objetivos: I. Diversidade da base de financiamento; equidade na forma de participação e custeio. II. Universalidade da cobertura e do atendimento; equidade na forma de participação no custeio. III. Descentralização da gestão pública; seletividade e distributividade na prestação dos benefícios e serviços. IV. Caráter democrático e descentralizado da administração, mediante gestão bipartite, com a participação dos trabalhadores e do Governo nos órgãos colegiados; irredutibilidade do valor dos benefícios. Estão corretas apenas as afirmativas - Alternativas
A
I e II.
B
I e III.
C
II e IV.
D
III e IV."
120;13;2;"A seguridade social compreende um conjunto integrado de ações de iniciativa dos Poderes Públicos e da sociedade, destinadas a assegurar os direitos relativos à saúde, à previdência e à assistência social. São objetivos da seguridade social, EXCETO: - Alternativas
A
Universalidade da cobertura e do atendimento e a uniformidade e equivalência dos benefícios e serviços às populações urbanas e rurais;
B
Seletividade e distributividade na prestação dos benefícios e serviços;
C
Caráter democrático e centralizado da gestão administrativa;
D
Irredutibilidade do valor dos benefícios."
15;14;0;"As Orientações Técnicas para Serviços de Acolhimento de Crianças e Adolescentes têm como finalidade regulamentar, no território nacional, a organização e oferta de Serviços de Acolhimento para Crianças e Adolescentes, no âmbito da política de Assistência Social. A respeito do que estabelece as Orientações Técnicas para Serviços de Acolhimento de Crianças e Adolescentes, marque a alternativa errada. - Alternativas
A
A modalidade de República é um serviço de acolhimento em que oferece apoio e moradia subsidiada a grupos de jovens em situação de vulnerabilidade e risco pessoal e social; com vínculos familiares rompidos ou extremamente fragilizados; em processo de desligamento de instituições de acolhimento, que não tenham possibilidade de retorno à família de origem ou de colocação em família substituta e que não possuam meios para auto-sustentação.
B
Os serviços de acolhimento para crianças e adolescentes integram os Serviços de Média Complexidade do Sistema Único de Assistência Social (SUAS).

C
Em estados/regiões onde houver número significativo de crianças e adolescentes ameaçados de morte, podem ser organizados abrigos regionais ou estaduais destinados especificamente a esta finalidade, os quais, em virtude das ameaças vividas pelas crianças e adolescentes atendidos, devem ser implementados em locais que garantam o sigilo quanto à sua existência, necessário à proteção dos acolhidos.
D
Em municípios de médio e grande porte e nas metrópoles - e nos demais quando a demanda justificar - o órgão gestor da Assistência Social deverá manter equipe profissional especializada de referência, para supervisão e apoio aos serviços de Acolhimento.
E
Para garantir a oferta de atendimento adequado às crianças e aos adolescentes, os serviços de acolhimento deverão elaborar um Projeto Político-Pedagógico (PPP), que deve orientar a proposta de funcionamento do serviço como um todo, tanto no que se refere ao seu funcionamento interno, quanto seu relacionamento com a rede local, as famílias e a comunidade.
"
68;14;1;"O Estatuto da Criança e do Adolescente, ao tratar do programa de acolhimento institucional, estabelece regras com vistas ao cumprimento do direito da criança e do adolescente à convivência familiar e comunitária. Para tanto, - Alternativas
A
a permanência da criança e do adolescente não se prolongará por mais de vinte e quatro meses, salvo comprovada necessidade que atenda ao seu superior interesse, devidamente fundamentada pelo Conselho Tutelar e Ministério Público.
B
toda criança ou adolescente terá sua situação reavaliada, no máximo, a cada três meses, devendo a autoridade judiciária competente, com base em relatório elaborado por equipe interprofissional ou multidisciplinar, decidir, de forma fundamentada, pela possibilidade de reintegração familiar ou pela colocação em família substituta, em quaisquer das modalidades previstas na legislação.
C
os dirigentes de entidades que desenvolvem programas de acolhimento familiar ou institucional remeterão à autoridade judiciária, no máximo a cada vinte e quatro meses, relatório circunstanciado acerca da situação de cada criança ou adolescente acolhido e sua família, para fins da reavaliação.
D
a entidade de acolhimento deverá observar, no atendimento, o vínculo da criança e do adolescente com a família extensa, considerando que a colocação da criança ou adolescente em família substituta terá preferência em relação a qualquer outra providência.
E
a garantia da convivência da criança e do adolescente com a mãe ou o pai, por meio de visitas periódicas, deverá ser promovida obrigatoriamente mediante autorização judicial."
121;14;2;"Quanto aos atendimentos e à forma de encaminhamento ou orientação por parte do Serviço Social, julgue o item a seguir.




Os serviços de acolhimento para crianças e adolescentes devem se pautar na legislação do Estatuto da Criança e do Adolescente e no Plano Nacional de Promoção, Proteção e Defesa do Direito de Crianças e Adolescentes, assim como na convivência familiar e comunitária.
 - Alternativas
Certo
Errado"
16;15;0;"A Política Pública de Assistência Social realiza-se de forma integrada às políticas setoriais, considerando as desigualdades socioterritoriais, visando seu enfrentamento, à garantia dos mínimos sociais, ao provimento de condições para atender contingências sociais e à universalização dos direitos sociais. Em relação aos objetivos da Política Pública de Assistência Social, analise.




I. Prover serviços, programas, projetos e benefícios de proteção social básica e/ou especial para famílias, indivíduos e grupos que deles necessitarem.

II. Contribuir com a inclusão e a equidade dos usuários e grupos específicos, ampliando o acesso aos bens e serviços socioassistenciais básicos e especiais, em áreas urbana e rural.

III. Participar da elaboração de propostas orçamentárias e tributárias com finalidade específica.

IV. Assegurar que as ações no âmbito da assistência social tenham centralidade na família, e que garantam a convivência familiar e comunitária.




Estão corretas apenas as afirmativas - Alternativas
A
I e III.
B
II e III.
C
I, II e III.
D
I, II e IV.
E
II, III e IV."
69;15;1;"No que se refere à Política Nacional de Assistência Social – PNAS/2004, quanto aos objetivos da Política Pública de Assistência Social, a mesma realiza-se de forma integrada às políticas setoriais, considerando as desigualdades socioterritoriais, visando seu enfrentamento, à garantia dos mínimos sociais, ao provimento de condições para atender contingências sociais e à universalização dos direitos sociais. Sobre a perspectiva da PNAS/2004 e em relação aos objetivos da Política Pública de Assistência Social, marque V para as afirmativas verdadeiras e F para as falsas.




( ) Participação da população, por meio de organizações representativas, na formulação das políticas e o controle das ações em todos os níveis.

( ) Prover serviços, programas, projetos e benefícios de proteção social básica e ou especial para famílias, indivíduos e grupos que deles necessitarem.

( ) Contribuir com a inclusão e a equidade dos usuários e grupos específicos, ampliando o acesso aos bens e serviços socioassistenciais básicos e especiais, em áreas urbana e rural.

( ) Assegurar que as ações no âmbito da assistência social tenham centralidade na família, e que garantam a convivência familiar e comunitária.




A sequência está correta em - Alternativas
A
V, V, V, V.
B
F, V, V, V.
C
V, F, V, V.
D
V, V, F, V."
122;15;2;"A Política Pública de Assistência Social realiza-se de forma integrada às políticas setoriais, considerando as desigualdades socio-territoriais, visando ao seu enfrentamento, à garantia dos mínimos sociais, ao provimento de condições para atender contingências sociais e à universalização dos direitos sociais. Sob essa perspectiva, objetiva:
I- Assegurar que as ações, no âmbito da assistência social, tenham centralidade na família, e que garantam a convivência familiar e comunitária.
II- Contribuir com a inclusão e a equidade dos usuários e grupos específicos, ampliando o acesso aos bens e serviços socioassistenciais básicos e especiais, em áreas urbana e rural.
III- Prover serviços, programas, projetos e benefícios de proteção social básica e, ou, especial para famílias, indivíduos e grupos que deles necessitarem.
Está correto o que se afirma em:
 - Alternativas
A
I e II, apenas.
B
I e III, apenas.
C
II e III, apenas.
D
I, II e III."
17;16;0;"Provisões suplementares e provisórias que integram organicamente as garantias do Sistema Único de Assistência Social (SUAS) e são prestadas aos cidadãos e às famílias em virtude de nascimento, morte, situações de vulnerabilidade temporária e de calamidade pública. A sentença refere-se a - Alternativas
A
programas.
B
benefícios eventuais.
C
projetos.
D
serviços.
E
garantias."
70;16;1;"No âmbito da Política de Assistência Social, as provisões suplementares e provisórias que integram organicamente as garantias do SUAS e são prestadas aos cidadãos e às famílias em virtude de nascimento, morte, situações de vulnerabilidade temporária e de calamidade pública são chamadas de - Alternativas
A
Benefícios Eventuais.
B
Benefício de Prestação Continuada.
C
Serviços Socioassistenciais.
D
Centros de Referência de Assistência Social."
123;16;2;"As provisões suplementares e provisórias que integram organicamente as garantias do SUAS e são prestadas aos cidadãos e às famílias em virtude de nascimento, morte, situações de vulnerabilidade temporária e de calamidade pública, são identificadas como: - Alternativas
A
Benefício de Prestação Continuada.
B
Benefícios Eventuais.
C
Proteção Social Básica.
D
Vigilância Socioassistencial."
18;17;0;"O Sistema Único de Assistência Social (SUAS) é o sistema público não contributivo, descentralizado e participativo de organização da política de assistência social. Os recursos para financiamento da assistência social são previstos no orçamento da Seguridade Social. O SUAS baseia-se nos princípios organizativos da universalidade; da gratuidade; da integralidade da proteção social; da intersetorialidade e da equidade. Sobre cada um dos princípios, é correto afirmar o que segue.




1) Universalidade: trata do direito à proteção socioassistencial, prestada a quem dela necessitar, com respeito à dignidade e à autonomia do cidadão, sem discriminação de qualquer espécie ou comprovação vexatória da sua condição.

2) Gratuidade: a assistência social deve ser prestada sem exigência de contribuição ou contrapartida e sem gerar gastos aos cofres públicos.

3) Integralidade: da proteção social: oferta de contrapartida à rede socioassistencial, qualificando essa rede para a prestação de serviços, programas, projetos e benefícios socioassistenciais.

4) Intersetorialidade: integração e articulação da rede socioassistencial com as demais políticas e órgãos setoriais.

5) Equidade: respeito às diversidades regionais, culturais, socioeconômicas, políticas e territoriais, priorizando aqueles que estiverem em situação de vulnerabilidade e risco pessoal e social.




Estão corretas, apenas: - Alternativas
A
1 e 2.
B
2 e 3.
C
1, 4 e 5.
D
2, 4 e 5.
E
1, 2, 4 e 5."
71;17;1;"O Sistema Único de Assistência Social (SUAS) é o sistema público não contributivo, descentralizado e participativo de organização da política de assistência social. Os recursos para financiamento da assistência social são previstos no orçamento da Seguridade Social. O SUAS baseia-se nos princípios organizativos da universalidade; da gratuidade; da integralidade da proteção social; da intersetorialidade e da equidade. Sobre cada um dos princípios, é correto afirmar o que segue.
1) Universalidade: trata do direito à proteção socioassistencial, prestada a quem dela necessitar, com respeito à dignidade e à autonomia do cidadão, sem discriminação de qualquer espécie ou comprovação vexatória da sua condição. 2) Gratuidade: a assistência social deve ser prestada sem exigência de contribuição ou contrapartida e sem gerar gastos aos cofres públicos. 3) Integralidade: da proteção social: oferta de contrapartida à rede socioassistencial, qualificando essa rede para a prestação de serviços, programas, projetos e benefícios socioassistenciais. 4) Intersetorialidade: integração e articulação da rede socioassistencial com as demais políticas e órgãos setoriais. 5) Equidade: respeito às diversidades regionais, culturais, socioeconômicas, políticas e territoriais, priorizando aqueles que estiverem em situação de vulnerabilidade e risco pessoal e social.
Estão corretas, apenas: - Alternativas
A
1 e 2.
B
2 e 3
C
1, 4 e 5.
D
2, 4 e 5.
E
1, 2, 4 e 5."
124;17;2;"De acordo com a PNAS-2004, o conceito de Base de Organização do Sistema Único de Assistência Social (SUAS) compreende:




1. Um modelo de gestão, descentralizado e participativo, com regulação e organização em todo o território nacional das ações socioassistenciais.

2. Serviços, programas, projetos e benefícios, tendo como foco prioritário a atenção às famílias, seus membros e indivíduos e o território como base de organização, que passam a ser definidos pelas funções que desempenham, pelo número de pessoas que dele necessitam e sua complexidade.

3. Gestão compartilhada e cofinaciamento da política pelas três esferas de governo, com participação e mobilização da sociedade civil.

4. Definição clara de competências técnico- -políticas da União, Estados, Distrito Federal e Municípios.

5. Serviços, programas e projetos de atenção a famílias e indivíduos, organizados em rede, tendo em vista o atendimento de metas setoriais, de acordo com as especificidades do território.




Assinale a alternativa que indica todas as afirmativas corretas. - Alternativas
A
São corretas apenas as afirmativas 1, 2 e 5.
B
São corretas apenas as afirmativas 2, 3 e 5.
C
São corretas apenas as afirmativas 1, 2, 3 e 4.
D
São corretas apenas as afirmativas 1, 2, 4 e 5.
E
São corretas as afirmativas 1, 2, 3, 4 e 5."
19;18;0;"Sobre o diagnóstico no âmbito da Política de Assistência Social, leia as assertivas abaixo e marque (V) verdadeiro ou (F) falso. Em seguida, marque a sequência, de cima para baixo, correta.
( ) O diagnóstico tem por base o conhecimento da realidade a partir da leitura dos territórios, microterritórios ou outros recortes socioterritoriais que possibilitem identificar as dinâmicas sociais, econômicas, políticas e culturais que os caracterizam, reconhecendo as suas demandas e potencialidades.
( ) O diagnóstico socioterritorial deve ser concebido como a matéria-prima do trabalho social com famílias. Trata-se de uma ferramenta que permite representar a associação entre demandas, riscos sociais e potencialidades vividas e observadas em determinado espaço — que é o chão por onde transitam as famílias, lugar das relações humanas e onde se tecem as redes de proteção primária.
( ) O diagnóstico socioterritorial deve ser elaborado especificamente pela equipe de Vigilância socioassistencial. Na ausência desta equipe, o gestor deve contratá-la para que o diagnóstico seja elaborado. Ele é determinante para uma visão abrangente das características do território.
( ) Cabe ao trabalhador do SUAS elaborar o diagnóstico socioterritorial, estabelecendo correspondência entre os dados “macro” — apresentados pela Vigilância social — e os dados “micro”, procedentes do cotidiano, do olhar e da voz das famílias. - Alternativas
A
V - V - F - V
B
V - V - V - F.
C
F - V - F - V.
D
V - F - V - F."
72;18;1;"A Norma Operacional Básica do Sistema Único de Assistência Social prevê a realização de diagnóstico socioterritorial, a cada quadriênio. O diagnóstico tem por base o conhecimento da realidade a partir da leitura dos territórios, microterritórios ou outros recortes socioterritoriais que possibilitem identificar as dinâmicas sociais, econômicas, políticas e culturais que os caracterizam, reconhecendo as suas demandas e potencialidades.




Sobre o assunto, assinale a alternativa INCORRETA. - Alternativas
A
A realização de diagnóstico socioterritorial requer processo contínuo de investigação das situações de risco e vulnerabilidade social presentes nos territórios, acompanhado da interpretação e análise da realidade socioterritorial e das demandas sociais que estão em constante mutação, estabelecendo relações e avaliações de resultados e de impacto das ações planejadas.
B
A realização de diagnóstico socioterritorial requer identificação da rede socioassistencial disponível no território, bem como de outras políticas públicas, com a finalidade de planejar a articulação das ações em resposta às demandas identificadas e a implantação de serviços e equipamentos necessários.
C
A realização de diagnóstico socioterritorial requer reconhecimento da oferta e da demanda por serviços socioassistenciais e definição de territórios prioritários para a atuação da política de assistência social.
D
A estrutura do Plano de Assistência Social é composta pelo diagnóstico socioterritorial, dentre outros.
E
A realização de diagnóstico socioterritorial requer utilização de dados territorializados disponíveis nos sistemas oficiais de informações. Consideram-se sistemas oficiais de informações apenas os oriundos de órgãos da administração pública."
125;18;2;"De acordo com a Resolução nº 33, de 12 de dezembro de 2012, a União, os Estados, o Distrito Federal e os Municípios  deverão  elaborar  os  respectivos  planos  de  assistência  social  a  cada  quatro  anos,  de  acordo  com  os  períodos  de  elaboração  do  Plano  Plurianual  (PPA).  A  realização  de  diagnóstico  socioterritorial,  a  cada  quadriênio,  compõe  a  elaboração dos planos de assistência social em cada esfera de governo. O diagnóstico tem por base o conhecimento  da  realidade a partir da  leitura dos  territórios, microterritórios ou outros  recortes socioterritoriais que possibilitem  identificar  as  dinâmicas  sociais,  econômicas,  políticas  e  culturais  que  os  caracterizam,  reconhecendo  as  suas  demandas e potencialidades. Em relação aos requisitos para realização do diagnóstico socioterritorial, marque V para  as afirmativas verdadeiras e F para as falsas. 

(     ) Processo descontinuado e aleatório de  investigação das situações de risco e vulnerabilidade social presentes nos  territórios, acompanhado da interpretação e análise da realidade socioterritorial e das demandas sociais que estão  em constante mutação, estabelecendo relações e avaliações de resultados e de impacto das ações planejadas. 
(     ) Identificação  da  rede  socioassistencial  disponível  no  território,  bem  como  de  outras  políticas  públicas,  com  a  finalidade de planejar a articulação das ações em resposta às demandas identificadas e a implantação de serviços e  equipamentos necessários. 
(     ) Reconhecimento da oferta e da demanda por serviços socioassistenciais e definição de territórios prioritários para  a atuação da política de assistência social.
  (     ) Utilização de dados territorializados disponíveis nos sistemas informais de informações. 

A sequência está correta em - Alternativas
A
V, V, F, F.
B
F, V, V, V.
C
V, F, F, V.
D
F, V, V, F."
20;19;0;"Segundo a Tipificação Nacional de Serviços Socioassistenciais do SUAS, o serviço de acolhimento em família acolhedora - Alternativas
A
oferece proteção, apoio e moradia subsidiada a grupos de pessoas maiores de 18 anos de idade em estado de abandono, situação de vulnerabilidade e risco pessoal e social, com vínculos familiares rompidos ou extremamente fragilizados e sem condições de moradia e autossustentação.
B
promove o acolhimento em diferentes tipos de equipamentos, destinado a famílias e / ou indivíduos com vínculos familiares rompidos ou fragilizados, a fim de garantir proteção integral. Deve garantir privacidade, respeito à diversidade de ciclos de vida, arranjos familiares, raça / etnia, religião, gênero e orientação sexual.
C
oferece acolhida para pessoas que utilizam as ruas como espaço de moradia e / ou sobrevivência. Tem a finalidade de assegurar atendimento e atividades direcionadas para o desenvolvimento de sociabilidades, na perspectiva de fortalecimento de vínculos interpessoais e / ou familiares que oportunizem a construção de novos projetos de vida.
D
organiza o acolhimento de crianças e adolescentes, afastados da família por medida de proteção, em residência de famílias acolhedoras cadastradas. É previsto até que seja possível o retorno à família de origem ou, na sua impossibilidade, o encaminhamento para adoção."
73;19;1;"A descrição tipificada nacionalmente pela Resolução nº 109/CNAS, que promove apoio e proteção à população atingida por situações de emergência e calamidade pública, com a oferta de alojamentos provisórios, atenções e provisões materiais, conforme as necessidades detectadas são do serviço de: - Alternativas
A
acolhimento em repúblicas.
B
serviço de acolhimento institucional.
C
especializado para pessoas em situação de rua.
D
proteção em situações de calamidades públicas e de emergências.
E
proteção social especial para pessoas com deficiência, idosas e suas famílias."
126;19;2;"Considerando que o Serviço de Proteção Social Básica no Domicilio para Pessoas com Deficiência e Idosos tem por finalidade a prevenção de agravos que possam provocar o rompimento de vínculos familiares e sociais dos usuários. Visa a garantia de direitos, o desenvolvimento de mecanismos para a inclusão social, a equiparação de oportunidades e a participação e o desenvolvimento da autonomia das pessoas com deficiência e pessoas idosas, a partir de suas necessidades e potencialidades individuais e sociais, prevenindo situações de risco, a exclusão e o isolamento, sobre o assunto, marque a alternativa ERRADA: - Alternativas
A
O serviço deve contribuir com a promoção do acesso de pessoas com deficiência e pessoas idosas aos serviços de convivência e fortalecimento de vínculos e a toda a rede socioassistencial, aos serviços de outras políticas públicas, entre elas educação, trabalho, saúde, transporte especial e programa de desenvolvimento de acessibilidade, serviços setoriais e de defesa de direitos e programas especializados de habilitação e reabilitação.
B
O serviço também visa incluir usuários e familiares no sistema de proteção social e serviços públicos, conforme necessidades, inclusive pela indicação de acesso a benefícios e programas de transferência de renda.
C
O trabalho realizado será sistematizado e planejado por meio da elaboração de um Plano de Desenvolvimento do Usuário - PDU : instrumento de observação, planejamento e acompanhamento das ações realizadas. No PDU serão identificados os objetivos a serem alcançados, as vulnerabilidades e as potencialidades do usuário.
D
O planejamento das ações deverá ser realizado pelos municípios e pelo Distrito Federal, de acordo com a territorialização e a identificação da demanda pelo serviço. Onde houver CRAS, o serviço será a ele referenciado. Naqueles locais onde não houver CRAS, o serviço será referenciado à equipe técnica da Proteção Social Básica, coordenado pelo órgão gestor.
E
Desenvolve ações extensivas aos familiares, de apoio, informação, orientação e encaminhamento, com foco na qualidade de vida, exercício da cidadania e inclusão na vida social, sempre ressaltando o caráter protetivo do serviço.
"
21;20;0;"Constitui o público usuário da Política de Assistência Social cidadãos e grupos que se encontram em situações de vulnerabilidade e riscos, tais como: famílias e indivíduos com perda ou fragilidade de vínculos de afetividade, pertencimento e sociabilidade; ciclos de vida; identidades estigmatizadas, em termos étnico, cultural e sexual; desvantagem pessoal resultante de deficiências; exclusão pela pobreza e, ou, no acesso às demais políticas públicas; uso de substâncias psicoativas; diferentes formas de violência advinda do núcleo familiar, grupos e indivíduos; inserção precária ou não inserção no mercado de trabalho formal e informal; estratégias e alternativas diferenciadas de sobrevivência que podem representar - Alternativas
A
condições precárias de habitação.
B
baixo interesse em superar dificuldades.
C
situações análogas à proteção.
D
condicionantes estruturais.
E
risco pessoal e social."
74;20;1;"Marque V(verdadeiro) ou F(falso) e assinale a alternativa correspondente.

Constitui o público usuário da Política de Assistência Social, cidadãos e grupos que se encontram em situações de vulnerabilidade e riscos, tais como:





( ) famílias e indivíduos com perda ou fragilidade de vínculos de afetividade, pertencimento e sociabilidade.

( ) identidades estigmatizadas em termos étnico, cultural e sexual; desvantagem pessoal resultante de deficiências; exclusão pela pobreza e, ou, no acesso às demais políticas públicas.

( ) uso de substâncias psicoativas; diferentes formas de violência advinda do núcleo familiar, grupos e indivíduos.

( ) inserção precária ou não inserção no mercado de trabalho formal e informal; estratégias e alternativas diferenciadas de sobrevivência que podem representar risco pessoal e social.
 - Alternativas
A

F – V – V – V


B
V – F – V – V
C
V – V – V – F
D
V – V – V – V"
