;index;variable;value
33;6;2;"Os projetos profissionais apresentam a autoimagem de uma profissão, elegem os valores que a legitimam socialmente, delimitam e priorizam seus objetivos e funções, formulam os requisitos (teóricos, práticos e institucionais) para o seu exercício, prescrevem normas para o comportamento dos profissionais e estabelecem as bases das suas relações com os usuários de seus serviços, com as outras profissões e com as organizações e instituições sociais privadas e públicas (José Paulo Netto/1999).




Sobre o Projeto Ético-Político do Serviço Social, é correto afirmar: - Alternativas
A
Os projetos profissionais são construídos por uma categoria profissional constituída apenas pelos profissionais que estão efetivamente na prática.
B
Os projetos profissionais são estruturas rígidas, respondendo às alterações no sistema de necessidades sociais sobre o qual a profissão opera.
C
Para que um projeto profissional se fortaleça na sociedade, é necessário que ele tenha em sua base um corpo profissional fortemente organizado.
D
O projeto ético-político do Serviço Social adota princípios e valores exclusivos, a saber: reconhecimento da liberdade, reconhecimento da autonomia e plena conquista dos direitos sociais.
E
O projeto profissional do Serviço Social implica um compromisso profissional com a competência embasada no aperfeiçoamento exclusivamente teórico."
8;7;0;"Ao focarmos a pesquisa e a produção do conhecimento, na área das Ciências sociais especificamente no Serviço Social. Sendo o Serviço Social como prática social que produz conhecimento em uma análise científica. Logo, o Serviço Social busca criticamente teorizar e fazer política no sentido de encarar a ciência, a pesquisa e a produção do conhecimento não de forma neutra como roga o preceito positivista de cunho conservador. Assim, é correto afirmar que: - Alternativas
A
Compreende-se que a pesquisa em Serviço Social constitui um dos maiores desafios da profissão diante das constantes mutações que sofre o ambiente que se insere os Assistente Sociais em prol da produção do conhecimento científico no campo, onde a profissão se consolida diante de um projeto ético-político;
B
Efetivamente a pesquisa em Serviço Social fundamenta-se na teoria e na prática da profissão, sendo que a mesma necessita da análise sistémica deste profissional;
C
No campo do Serviço Social a pesquisa se constitui como instrumento de saberes a profissão como para o profissional pela busca da criticidade do referencial metodológico do projeto pedagógico do Serviço Social;
D
A pesquisa na área de ciências humanas como no campo das políticas públicas numa interface de conhecimentos e saberes para a efetivação das temáticas pertinentes ao campo de estudo do Serviço Social;
E
Efetivar pesquisas que norteiam a realidade social o trabalho, a relação de poder inerente ao processo capitalista na sociedade."
21;7;1;"A partir da aproximação do Serviço Social com a teoria marxista, é possível evidenciar duas questões: a primeira está vinculada à concepção do Serviço Social como trabalho e que reforça a discussão sobre o estatuto de assalariamento; e a segunda é a relevância do trato analítico na construção da intervenção profissional, uma vez que não há possibilidade de construção interventiva, sem a análise dos fenômenos sociais e sem tomar a realidade social como referência.
Em relação à primeira questão, entende-se que: - Alternativas
A
a profissão não pode ser pensada fora do modo de produção capitalista, uma vez que é produto histórico. As condições que circunscrevem o trabalho do assistente social expressam a dinâmica das relações sociais vigentes na sociedade.
B
o assistente social é proprietário de sua força de trabalho especializada. Ela é produto da formação universitária que o capacita a realizar um trabalho complexo. Essa mercadoria força de trabalho é uma potência, que só se transforma em atividade - em trabalho - quando aliado aos meios necessários à sua realização, grande parte dos quais se encontra monopolizado pelos empregados.
C
existe uma ingerência indireta, de parte dos empregadores, na definição do trabalho profissional, em conformidade com sua integral autonomia.
D
se verifica uma tensão entre o trabalho controlado e submetido ao poder do empregador, as demandas dos sujeitos de direitos e a relativa autonomia do profissional para perfilar o seu trabalho. Assim, o trabalho do assistente social encontra-se sujeito a um conjunto de determinantes externos que são controlados por ele e que lhe possibilitam ampliar as estratégias político-profissionais nos espaços ocupacionais.
E
é evidente que não há uma tensão entre o estatuto de assalariamento e o projeto ético-político profissional."
34;7;2;"O Serviço Social é uma profissão inserida na divisão social e técnica do trabalho, realiza sua ação profissional no âmbito das políticas socioassistenciais, na esfera pública e privada. Neste sentido, desenvolve atividades na abordagem direta da população que procura as instituições e o trabalho do profissional e por meio da pesquisa, da administração, do planejamento, da supervisão, da consultoria, da gestão de políticas, de programas e de serviços sociais:
I. O surgimento do Serviço Social está intrinsecamente relacionado com as transformações sociais, econômicas e políticas do Brasil nas décadas de 1930 e 1940, com o projeto de recristianização da Igreja Católica e a ação de grupos, classes e instituições que integraram essas transformações. II. O assistente social é um profissional que tem como objeto de trabalho a questão social com suas diversas expressões, formulando e implementando propostas para seu enfrentamento, por meio das políticas sociais, públicas, empresariais, de organizações da sociedade civil e movimentos sociais. III. A atuação do assistente social realiza-se em organizações públicas e privadas e em diferentes áreas e temáticas, como: proteção social, educação, programas socioeducativos e de comunidade, habitação, gestão de pessoas, segurança pública, justiça e direitos humanos, gerenciamento participativo, direitos sociais, movimentos sociais, comunicação, responsabilidade social, dentre outros. IV. O assistente social busca a inclusão social e a participação das classes subalternas, por meio de formas alternativas e estratégicas de ação. Pois procura conhecer a realidade em que atua e possuir compromisso ético com a classe trabalhadora e com a qualidade dos serviços prestados. V. O surgimento e desenvolvimento do Serviço Social como profissão é resultado das demandas da sociedade capitalista e suas estratégias e mecanismos de opressão social e reprodução da ideologia dominante.
Estão CORRETAS: - Alternativas
A
I, II e III apenas.
B
II, III e IV apenas.
C
III, IV e V apenas.
D
I, II, III e V apenas.
E
I, II, III, IV e V."
9;8;0;"A proposta de diretrizes curriculares para o curso de Serviço Social, elaboradas com base no currículo mínimo aprovado em 1996, apresenta três grandes núcleos que articulam o conjunto de conhecimentos necessários à qualificação profissional. Eles são: - Alternativas
A
fundamentos sócio-filosóficos, fundamentos da sociedade capitalista e fundamentos do trabalho profissional;

B
fundamentos dos diferentes níveis de intervenção, fundamentos das diferentes modalidades de ajuda e fundamentos da formação profissional;

C
fundamentos da formação cientifica, fundamentos da capacitação técnica e fundamentos da preparação ética;

D
fundamentos teórico-metodológicos, formação sócio- histórica da sociedade brasileira e fundamentos do trabalho profissional;

E
núcleos, matérias e disciplinas.
"
22;8;1;"As Diretrizes Curriculares da ABEPSS de 1996 apontam para uma nova lógica curricular, que articula três núcleos de fundamentos, os quais traduzem um conjunto de conhecimentos constitutivos da formação profissional. Assinale a opção que apresenta corretamente esses núcleos.  - Alternativas
A
núcleo de fundamentos técnico-operativos; núcleo de fundamentos teórico-metodológico; núcleo de fundamentos ético-políticos
B
núcleo de fundamentos da prática profissional; núcleo de fundamentos ético-políticos; núcleo de fundamentos da política social
C
núcleo de fundamentos da intervenção profissional; núcleo da formação social brasileira com enfoque étnico-racial; núcleo de fundamentos ético-políticos
D
núcleo de fundamentos histórico, teórico e metodológico; núcleo de fundamentos da pesquisa social; núcleo de fundamentos da intervenção profissional
E
núcleo de fundamentos teórico-metodológico da vida social; Núcleo de fundamentos da formação sócio-histórica da sociedade brasileira; Núcleo de fundamentos do trabalho profissional"
35;8;2;"“As Diretrizes Curriculares da ABEPSS de 1996 marcaram um outro caminho para o processo de formação dos assistentes sociais, indicando perspectivas de enfrentamento aos desafios postos pela questão social cujas manifestações estão a exigir, maior e melhor articulação entre as demandas do mercado, o exercício profissional e o processo de formação/estágio [...]. A grande moldura apresentada nas Diretrizes Curriculares de 1996, no âmbito da formação profissional, se propõe a abrir ‘novos caminhos para a construção de conhecimentos, como experiência concreta no decorrer da própria formação profissional’ (ABEPSS, 1996, p. 64), isto é, ela deve remeter a uma formação constituída por um conjunto de conhecimentos que se expressam [...].”
(Ribeiro, 2010.)

Segundo Ribeiro (2010), no âmbito da formação profissional dos assistentes sociais, os conhecimentos a partir das Diretrizes Curriculares da ABEPSS (1996) se expressam: - Alternativas
A
Na relação entre professor supervisor e profissional de campo.
B
Na LDB/1996, ancorada nos pilares mercantilistas e privatistas propostos pelo FMI e BIRD.
C
No currículo mínimo fundamentado, ao mesmo tempo, no neotomismo e nas ciências sociais.
D
Nos núcleos de fundamentos teórico-metodológicos da vida social; de fundamentos da formação sócio-histórica da sociedade brasileira e de fundamentos do trabalho profissional."
10;9;0;"Assinale a alternativa INCORRETA acerca das informações extraídas dos Subsídios para a Atuação de Assistentes Sociais na Política de Educação. - Alternativas
A
Nos anos de 2010 e 2011, o Grupo de Trabalho (GT) Serviço Social na Educação elaborou a metodologia para o levantamento de dados referentes à inserção de assistentes sociais na Política de Educação em todos os estados.
B
Muitas das requisições feitas aos/às profissionais de serviço social neste campo acabam se configurando em extensões das atividades decorrentes dos programas e projetos voltados para a garantia do acesso à educação escolarizada, revelando práticas nem sempre integradas ou articuladas. 
C
A qualidade da educação a ser assegurada, em consonância com o projeto ético-político profissional do serviço social, não se alcança como resultado da ação de um/a único/a profissional. 
D
A garantia da qualidade da educação que deve pautar a atuação profissional se ancora na perspectiva de uma educação que contribua exclusivamente para a emancipação política e que prescinde, para tanto, da apropriação, pela classe trabalhadora, do acervo cultural, científico e tecnológico que caracteriza a sociedade capitalista em que se vive.
E
A Política de Educação resulta de formas historicamente determinadas de enfrentamento das contradições que particularizam a sociedade capitalista pelas classes sociais e pelo Estado. "
23;9;1;"Considerando as dimensões que particularizam a inserção dos/as assistentes sociais na Política de Educação, em consonância com os Subsídios para a Atuação de Assistentes Sociais na Política de Educação, do Conselho Federal de Serviço Social (CFESS, 2010).
Assinale a alternativa incorreta:
 - Alternativas
A
Na perspectiva de fortalecimento do projeto ético-político, o trabalho do/a assistente social na Política de Educação pressupõe a referência a uma concepção de educação emancipadora, que possibilite aos indivíduos sociais o desenvolvimento de suas potencialidades e capacidades como gênero humano
B
A compreensão do trabalho do/a assistente social, no campo da educação, se restringe ao segmento estudantil e às abordagens individuais
C
A atuação direcionada para a garantia da gestão democrática e da qualidade da educação indica outras dimensões que também se inscrevem no conjunto das lutas sociais pelo reconhecimento e ampliação da educação pública como um direito social, evidenciando sua sintonia com os princípios ético-políticos que norteiam a atuação profissional
D
A inserção de assistentes sociais na Política de Educação, ao longo das últimas duas décadas, responde sobretudo às requisições socioinstitucionais de ampliação das condições de acesso e de permanência da população nos diferentes níveis e modalidades de educação, a partir da mediação de programas governamentais instituídos mediante as pressões de sujeitos políticos que atuam no âmbito da sociedade civil
E
A atuação profissional de assistentes sociais na defesa dos processos de gestão democrática da escola e da própria Política de Educação não pode estar dissociada dos processos de luta pela democracia numa sociedade profundamente desigual e na qual parte das pautas e das preocupações que historicamente constituem a agenda de luta de classe trabalhadora vem sendo paulatinamente ressignificada no âmbito de uma pedagogia que assegure a hegemonia do capital financeiro"
36;9;2;"O documento “Subsídios para a atuação de Assistentes Sociais na Política de Educação” elaborado pelo conjunto CFESS/CRESS apresenta uma Concepção de Educação que orienta a atuação de Assistentes Sociais na Política de Educação. Em relação a essa concepção, marque V para as alternativas VERDADEIRAS e F para as FALSAS:




( ) A educação é um complexo constitutivo da vida social, que tem uma função social importante na dinâmica da reprodução social, ou seja, nas formas de reprodução do ser social, expressando, por conseguinte, as contradições que particularizam a vida social.

( ) Se a educação, sob o prisma do capital, se converte em um conjunto de práticas sociais que contribuem para a internalização dos consensos necessários à reprodução ampliada desse sistema metabólico, também e a partir dessa dinâmica é que se instauram as possibilidades de construção histórica de uma educação emancipadora, cujas condições dependem de um amplo processo de universalização do trabalho e da educação como atividade humana autorrealizadora.

( ) A Política Educacional, hoje, não se estrutura como forma de assegurar modos autônomos de pensar e agir, mas se reveste sob a marca das inversões que são necessárias à reprodução do sistema metabólico do capital, em um processo de ampliação das formas de acesso e permanência em diferentes níveis e modalidades educacionais: educação infantil, ensino fundamental, ensino médio, educação profissional e tecnológica, educação de jovens e adultos, educação especial e educação superior, a partir do desenvolvimento de programas assistenciais, incentivo à contratação de crédito e forte transferência de recursos do fundo público para a burguesia educacional.

( ) Uma concepção de educação que esteja sintonizada com os princípios do Projeto Ético-Político do Serviço Social deve reconhecer na Política de Educação um direito social a ser universalizado.




Assinale a alternativa que apresenta a sequência CORRETA: - Alternativas
A
( F ) ( V ) ( F ) ( V ).
B
( V ) ( V ) ( V ) ( V ).
C
( F ) ( F ) ( F ) ( F ).
D
( V ) ( V ) ( F ) ( F )."
11;10;0;"Considerando que a pesquisa em serviço social se expressa na formação e no trabalho, além de ser entendida como atribuição profissional, julgue o item que se segue. 




A defesa da transversalidade da pesquisa em serviço social na formação profissional do assistente social, no século XXI, pressupõe a defesa da centralidade da pesquisa acadêmico-científica e da pesquisa em serviços.
 - Alternativas
Certo
Errado"
24;10;1;"As Diretrizes Curriculares do Serviço Social apresentam a dimensão investigativa como um princípio formativo da profissão. Quanto à dimensão investigativa, é correto afirmar que - Alternativas
A
o Serviço Social contemporâneo coloca em relevo a pesquisa, ao afirmar essa prática como dimensão constituinte do exercício profissional, principalmente pela sua potencialidade de formular respostas efetivas no atendimento das demandas institucionais.
B
a necessidade de conhecermos a verdade sobre a vida e o cotidiano dos usuários é que atribui a dimensão investigativa à condição de ser um dos pilares da prática profissional.
C
a pesquisa é uma dimensão entre o saber e a realidade, por isso, seu resultado é permanente, totalitário e a-histórico.
D
na realização da entrevista está presente a dimensão investigativa.
E
no Serviço Social, a pesquisa fornece subsídios para que o assistente social identifique a homogeneidade e a linearidade das expressões da questão social e proponha projetos de pesquisa capaz de eliminá-las."
37;10;2;"Considerando o Projeto Ético Político e a prática investigativa, assinale a alternativa correta.
 - Alternativas
A
Dada a sua natureza interventiva e investigativa, as atividades de pesquisa inserem-se na profissão juntamente ao seu surgimento, sendo reconhecidas por suas amplas práticas de pesquisa desde a década de 1930.

B
Para que a pesquisa em Serviço Social avance ainda mais, é relevante que os profissionais se apropriem de métodos científicos com bases sólidas inspiradas no positivismo.
C
Ao Assistente Social, cabe apropriar-se criticamente do conhecimento existente sobre o problema específico com o qual se ocupa, dispensando a bibliografia teórica já existente.
D
É relevante que o profissional de Serviço Social seja capaz de compreender, em uma perspectiva de totalidade, a dinâmica social, articulando o conhecimento do modo de produção capitalista com o conhecimento da formação social brasileira, presente no cotidiano profissional.
E
Os Assistentes Sociais precisam identificar corretamente as principais mediações entre pluralidade, imediatismo e funcionalismos nas quais atuam com as determinações da questão social no Brasil, para que possam gerar pesquisas de qualidade. 
"
12;11;0;"O contexto contemporâneo para muitas profissões traz para o debate do Serviço Social as exigências para intervenção em seu labor cotidiano. É premente que as ações interventivas se apresentem com eficácia, efetividade e conhecimento teórico, técnico e operativo, como determinado na Lei nº 8.662, de 7 de junho de 1993, que regulamenta a profissão, estabelece respectivamente nos seus artigos 4º e 5º as competências e atribuições privativas do assistente social. Ou seja, o discurso competente é crítico quando, por meio dos conhecimentos explica as estratégias de ação. A considerar o enunciado, sobre a profissão do Assistente Social, assinale as alternativas abaixo com (V) verdadeiro ou (F) falso.




( ) As incidências do trabalho profissional na sociedade, dependem da atuação individual. Os assistentes sociais realizam assim uma ação de cunho individualizado e socioeducativo na prestação de serviços sociais, viabilizando o acesso aos direitos e aos meios de exercê-los, contribuindo para que necessidades e interesses dos sujeitos possam ser reconhecidos.




( ) O Serviço Social enquanto uma profissão atribuída de um conjunto teórico metodológico, técnico-operativo e ético-político, não pode deixar de aprofundar cada vez mais o tema da complexidade, no atual contexto da mundialização da economia.




( ) As questões sociais e suas expressões estão representadas na construção de uma atual ordem societária, as situações de vulnerabilidade social e de risco social enfatizando as expressões sociais da questão social, as novas configurações das expressões sociais da questão social na realidade brasileira, reconstrução da sociedade pela cultura e da condição humana do sujeito, bem como ainda, os novos sentidos para a cidadania, a democracia e a educação em direitos humanos, com vistas a garantia da dignidade humana.




( ) O cenário profissional exige que os profissionais consigam perceber, analisar, constatar e compreender a realidade social, para assim, enfrentar as multifaces da questão social, contribuindo assim para a construção de um projeto de igualdade e justiça social efetivo.




( ) É nesse contexto de possibilidade interventivas e de valorização do indivíduo responsável é que a família passa a ocupar lugar central na política social pois deve ocupar espaço como base da sociedade.




A sequência correta de cima para baixo é:
 - Alternativas
A
F, F, V, F, V. 
B
V, V, F, V, V.
C
V, V, V, V, F.
D
F, V, V, V, V."
25;11;1;"A prática profissional em Serviço Social, para ultrapassar a imediaticidade e o cotidiano, exige uma projeção do que precisa ser realizado, a partir do conhecimento sobre o objeto a ser transformado, seu contexto, os instrumentos necessários à consecução desse trabalho. O planejamento e a gestão de ações profissionais em Serviço Social, como ação técnica e política, em consonância com o projeto ético-político da profissão: - Alternativas
A
baseia-se no conhecimento da instituição, dos usuários, das demandas colocadas e como pode potencializar transformações que ampliem direitos.
B
deve garantir a decisão técnica, neutra, vinculada estritamente às necessidades e a interesses institucionais, funcionais à ordem hegemônica.
C
pode se configurar como um exercício de reflexão do profissional, sem exigir sua concretização num documento – o plano ou programa, se o profissional apenas atua na execução de políticas sociais.
D
embasa-se no conhecimento teórico e no conhecimento da realidade de atuação, objetivando uma intervenção pragmática, centrada nas demandas imediatistas características do cotidiano.
E
prescinde de um sistema de estudo e registro das manifestações da questão social que chegam aos diversos espaços do Serviço Social."
38;11;2;"A prática profissional em Serviço Social, para ultrapassar a imediaticidade e o cotidiano, exige uma projeção do que precisa ser realizado, a partir do conhecimento sobre o objeto a ser transformado, seu contexto, os instrumentos necessários à consecução desse trabalho. O planejamento e a gestão de ações profissionais em Serviço Social, como ação técnica e política, em consonância com o projeto ético-político da profissão: - Alternativas
A
baseia-se no conhecimento da instituição, dos usuários, das demandas colocadas e como pode potencializar transformações que ampliem direitos.
B
deve garantir a decisão técnica, neutra, vinculada estritamente às necessidades e a interesses institucionais, funcionais à ordem hegemônica.
C
pode se configurar como um exercício de reflexão do profissional, sem exigir sua concretização num documento - o plano ou programa, se o profissional apenas atua na execução de políticas sociais.
D
embasa-se no conhecimento teórico e no conhecimento da realidade de atuação, objetivando uma intervenção pragmática, centrada nas demandas imediatistas características do cotidiano.
E
prescinde de um sistema de estudo e registro das manifestações da questão social que chegam aos diversos espaços do Serviço Social."
