;index;variable;value
42;7;2;"O documento “Parâmetros para a Atuação de Assistentes Sociais na Saúde”, do Conselho Federal de Serviço Social, aponta como uma das principais demandas para os(as) assistentes sociais, a realização de ações socioassistenciais no atendimento direto aos usuários. Constituem ações desenvolvidas pelos(as) profissionais nessa categoria de ações, exceto: - Alternativas
A
democratizar as informações por meio de orientações (individuais e coletivas) e/ou encaminhamentos quanto aos direitos sociais da população usuária.
B
avaliação social para fins de perícias relacionadas a benefícios da Previdência Social, quando ligados a situações de saúde da população usuária.
C
facilitar e possibilitar o acesso dos usuários aos serviços, bem como a garantia de direitos na esfera da seguridade social por meio da criação de mecanismos e rotinas de ação.
D
fortalecer os vínculos familiares, na perspectiva de incentivar o usuário e sua família a se tornarem sujeitos do processo de promoção, proteção, prevenção, recuperação e reabilitação da saúde.
E
buscar garantir o direito do usuário ao acesso aos serviços."
9;8;0;"As resoluções do Conselho Federal de Serviço Social (CFESS) são instrumentos que orientam e normatizam o exercício profissional dos assistentes sociais. Sendo assim, no que se refere às Resoluções n.º 489/2006, que estabelece normas, vedando condutas discriminatórias ou preconceituosas por orientação e expressão sexual por pessoas do mesmo sexo no exercício profissional do assistente social, n.º 556/2009 (Procedimentos para efeito da Lacração do Material Técnico e do Material Técnico‐Sigiloso do Serviço Social) e n.º 533/2008, que regulamenta a supervisão direta de estágio no serviço social, julgue o item seguinte.




Caso ocorra a extinção do serviço social da instituição, o profissional responsável por aquele serviço poderá incinerar o material técnico‐sigiloso e proceder à imediata comunicação ao CRESS.
 - Alternativas
Certo
Errado"
26;8;1;"As resoluções do Conselho Federal de Serviço Social (CFESS) são instrumentos que orientam e normatizam o exercício profissional dos assistentes sociais. Sendo assim, no que se refere às Resoluções n.º 489/2006, que estabelece normas, vedando condutas discriminatórias ou preconceituosas por orientação e expressão sexual por pessoas do mesmo sexo no exercício profissional do assistente social, n.º 556/2009 (Procedimentos para efeito da Lacração do Material Técnico e do Material Técnico‐Sigiloso do Serviço Social) e n.º 533/2008, que regulamenta a supervisão direta de estágio no serviço social, julgue o item seguinte.




A Resolução n.º 533/2008, que trata da supervisão direta de estágio, estabelece que o número de estagiários a serem supervisionados pelo assistente social deve levar em conta a carga horária do supervisor de campo e a complexidade do exercício profissional, sendo que o limite máximo não deverá exceder um estagiário para cada dez horas semanais de trabalho.
 - Alternativas
Certo
Errado"
43;8;2;"As resoluções do Conselho Federal de Serviço Social (CFESS) são instrumentos que orientam e normatizam o exercício profissional dos assistentes sociais. Sendo assim, no que se refere às Resoluções n.º 489/2006, que estabelece normas, vedando condutas discriminatórias ou preconceituosas por orientação e expressão sexual por pessoas do mesmo sexo no exercício profissional do assistente social, n.º 556/2009 (Procedimentos para efeito da Lacração do Material Técnico e do Material Técnico‐Sigiloso do Serviço Social) e n.º 533/2008, que regulamenta a supervisão direta de estágio no serviço social, julgue o item seguinte.




Ao supervisor de campo cabe o papel de orientar o estagiário e avaliar seu aprendizado, visando à sua qualificação durante o processo de formação e aprendizagem das dimensões técnico‐operativas, teórico-metodológicas e ético‐políticas da profissão.
 - Alternativas
Certo
Errado"
10;9;0;"Com base no Código de Ética do assistente social de 1993, em seu art. 1º, o Conselho Federal de Serviço Social tem entre suas competências - Alternativas
A
zelar pela observância dos princípios e diretrizes do Código, fiscalizando as ações dos Conselhos Regionais e a prática exercida pelos profissionais, instituições e organizações na área do serviço social.
B
possuir liberdade na realização de seus estudos e pesquisas, resguardados os direitos de participação de indivíduos ou grupos envolvidos em seus trabalhos.
C
zelar pela observância dos princípios e diretrizes do Código e funcionar como órgão julgador de primeira instância.
D
zelar pela observância dos princípios e diretrizes do Código, fiscalizando as ações dos Conselhos Federais e a prática exercida pelos profissionais, instituições educacionais e organizações filantrópicas
E
garantir e defender as atribuições e prerrogativas estabelecidas na lei de Regulamentação da Profissão e dos princípios firmados no Código."
27;9;1;"Considere as afirmativas abaixo e responda ao seguinte Compete ao Conselho Federal de Serviço Social:

I – introduzir alteração no Código de Ética do Assistente Social, através de uma ampla participação da categoria, num processo desenvolvido em ação conjunta com os Conselhos Regionais.
II – zelar pela observância dos princípios e diretrizes do disposto no Código de Ética do Assistente Social, fiscalizando as ações dos Conselhos Regionais e a prática exercida pelos profissionais, instituições e organizações na área do Serviço Social.
III – como Tribunal Superior de Ética Profissional, criar analogias na observância do Código de Ética do Assistente Social e nos casos omissos. - Alternativas
A
Apenas o item I é verdadeiro.
B
Apenas o item II é verdadeiro.
C
Apenas os itens I e II são verdadeiros.
D
Apenas os itens I e III são verdadeiros.
E
Todos os itens são verdadeiros."
44;9;2;"São competências do Conselho Federal de Serviço Social, conforme art. 1º do Código de Ética do Assistente Social, exceto: - Alternativas
A
garantia e defesa de suas atribuições e prerrogativas, estabelecidas na Lei de Regulamentação da Profissão e dos princípios firmados no Código de Ética do Assistente Social. 
B
zelar pela observância dos princípios e diretrizes do Código de Ética do Assistente Social, fiscalizando as ações dos Conselhos Regionais e a prática exercida pelos profissionais, instituições e organizações na área do Serviço Social.
C
introduzir alteração no Código de Ética do Assistente Social, através de uma ampla participação da categoria, num processo desenvolvido em ação conjunta com os Conselhos Regionais.
D
como Tribunal Superior de Ética Profissional, firmar jurisprudência na observância do Código de Ética do Assistente Social e nos casos omissos."
11;10;0;"O Código de Ética do Assistente Social foi aprovado em 13 de março de 1993, pela Resolução CFESS nº 273/1993, com as alterações introduzidas pelas Resoluções CFESS nos 290/1994, 293/1994, 333/1996 e 594/2011. Considerando os deveres do Assistente Social nas suas relações com os usuários, analise.

I. Garantir a plena informação e discussão sobre as possibilidades e consequências das situações apresentadas, respeitando democraticamente as decisões dos usuários, mesmo que sejam contrárias aos valores e às crenças individuais dos profissionais, resguardados os princípios deste Código.
II. Democratizar as informações e o acesso aos programas disponíveis no espaço institucional, como um dos mecanismos indispensáveis à participação dos usuários.
III. Não divulgar as informações colhidas nos estudos e pesquisas aos usuários, no sentido de que estes possam ser preservados e seja observada a manutenção do sigilo de informações pessoais.
IV. Informar à população usuária sobre a utilização de materiais de registro audiovisual e pesquisas a elas referentes e a forma de sistematização dos dados obtidos.
V. Fornecer à população usuária, quando solicitado, informações concernentes ao trabalho desenvolvido pelo Serviço Social e as suas conclusões, resguardado o sigilo profissional.

Estão corretas apenas as afirmativas
 - Alternativas
A
I, II e III.
B
III, IV e V.
C
I, II, IV e V.
D
I, III, IV e V."
28;10;1;"São princípios fundamentais do código de ética profissional dos assistentes sociais aprovado em 15 de março de 1993 com as alterações introduzidas pelas resoluções CFESS n.º 290/94 e 293/94:

I. Posicionamento em favor da eqüidade, que assegure universalidade de acesso aos bens e serviços relativos aos programas e políticas sociais, bem como sua gestão democrática;
II. Empenho na eliminação das formas de preconceito, incentivando o respeito à diversidade, à participação de grupos socialmente discriminados e à discussão das diferenças;
III. Garantia do pluralismo, através do respeito às correntes profissionais democráticas existentes e suas expressões teóricas, e compromisso intelectual; IV.Opção por um projeto profissional vinculado ao processo de construção de uma nova ordem societária, sem exploração de classe, etnia e gênero;
V. Articulação com os movimentos sociais e profissionais que partilhem dos princípios deste Código e com a luta geral dos trabalhadores;

Podemos afirmar que:
 - Alternativas
A
As alternativas I, II e IV são verdadeiras.
B
São verdadeiras as alternativas II e III.
C
As alternativas III e IV são verdadeiras.
D
Todas as alternativas são verdadeiras.
E
São falsas todas as alternativas."
45;10;2;"A realização de uma visita domiciliar surpresa para o controle e a fiscalização do uso de benefícios ou como mecanismo para conferir a veracidade das informações coletadas nas entrevistas ou obtidas por outras fontes contraria o(s) seguinte(s) princípio(s) do Código de Ética Profissional aprovado em 13 de março de 1993 (nas redações dadas pelas Resoluções CFESS nº 290/94, nº 293/94, nº 333/96 e nº 594/11):
I. Garantir a plena informação e discussão sobre as possibilidades e consequências das situações apresentadas, respeitando democraticamente as decisões dos/as usuários/as, salvo quando contrárias aos princípios do Código de Ética Profissional do/a Assistente Social;
II. Esclarecer aos/às usuários/a sobre os objetivos e a amplitude de sua atuação profissional.;
III. Contribuir para a viabilização da participação efetiva do usuário nas decisões institucionais;
IV. Reconhecimento da liberdade como valor ético central e das demandas políticas a ela inerentes - autonomia, emancipação e plena expansão dos indivíduos sociais;
V. Defesa intransigente dos direitos humanos e recusa do arbítrio e do autoritarismo. - Alternativas
A
Todas as alternativas são verdadeiras.
B
As alternativas III e IV são verdadeiras.
C
As alternativas IV e V são verdadeiras.
D
As alternativas I, IV e V são falsas.
E
As alternativas II, III e IV são verdadeiras."
12;11;0;"A Lei no 8.662, de 7 de junho de 1993 dispõe sobre a profissão de Assistente Social. De acordo com a referida Lei os CRESS - Conselhos Regionais de Serviço Social aplicarão as seguintes penalidades aos infratores dos dispositivos desta Lei:
I- suspensão de um a dois anos de exercício da profissão ao Assistente Social que, no âmbito de sua atuação, deixar de cumprir disposições do Código de Ética, tendo em vista a gravidade da falta.
II- multa no valor de uma a dez vezes a anuidade vigente.
III- cancelamento definitivo do registro, nos casos de extrema gravidade ou de reincidência contumaz. - Alternativas
A
Apenas o item I está correto. 
B
Apenas o item II está correto.
C
Apenas o item III está correto. 
D
Apenas os itens I e II estão corretos.
E
Apenas os itens I e III estão corretos."
29;11;1;"Conforme o Código de ética do (a) assistente social, aos infratores desse Código, os CRESS podem aplicar as seguintes penalidades: - Alternativas
A
Cancelamento definitivo do registro, nos casos de extrema gravidade ou de reincidência contumaz. 
B
Suspensão de um a três anos de exercício da profissão ao Assistente Social que, no âmbito de sua atuação, deixar de cumprir disposições do Código de Ética, tendo em vista a gravidade da falta. 
C
Multa no valor de uma a seis vezes o valor da anuidade vigente.
D
No caso de reincidência na mesma infração no prazo de dois anos, a multa cabível será elevada ao triplo.
E
Cassação dos diplomas em todas as áreas de formação do (a) infrator (a). "
46;11;2;"A Lei que regulamenta a profissão do Assistente Social indica as penalidades que os Conselhos Regionais de Serviço Social (CRESS) podem aplicar aos infratores dessa Lei. Assinale a alternativa que apresenta expressamente uma das penalidades prevista na referida Lei. - Alternativas
A
Advertência reservada e pública.
B
Multa no valor de uma a dez vezes a anuidade vigente.
C
Suspensão de um a três anos de exercício da profissão ao Assistente Social que, no âmbito de sua atuação, deixar de cumprir as determinações da profissão, tendo em vista a gravidade da falta.
D
Cancelamento definitivo do registro, nos casos de extrema gravidade ou de reincidência contumaz."
13;12;0;"A Política Nacional de Fiscalização (PNF) é um instrumento importante e necessário na perspectiva da defesa da profissão e da qualidade dos serviços prestados pelo assistente social. Com relação à Política Nacional de Fiscalização, julgue o item.
As ações referentes à fiscalização são de competência privativa do agente fiscal, que deverá realizar o registro da intervenção e encaminhá-lo para a COFI.
 - Alternativas
Certo
Errado"
30;12;1;"Sobre as normas gerais para o exercício da Fiscalização Profissional e a Política Nacional de Fiscalização do Exercício Profissional do Assistente Social, presentes na Resolução do CFESS nº 512/2007. Assinale a alternativa correta. - Alternativas
A
Na Política Nacional de Fiscalização, o processo de orientação e fiscalização do exercício profissional do Assistente Social tem caráter exclusivamente burocrático e corporativo.
B
A Política Nacional de Fiscalização está organizada em eixos, diretrizes e objetivos. Sua execução é orientada por três dimensões, a Dimensão afirmativa de Princípios e compromissos conquistados; a Dimensão teórico-metodológica; e a Dimensão normativa e disciplinadora.
C
As atividades exercidas pelos integrantes da Comissão de Orientação e Fiscalização (COFI) poderão ser remuneradas, apenas no caso dos agentes fiscais.
D
A Comissão de Orientação e Fiscalização (COFI) é formada por, no mínimo, dois membros, sendo um Conselheiro, a quem caberá a coordenação, e os demais agentes fiscais concursados."
47;12;2;"A Política Nacional de Fiscalização (PNF) é um instrumento importante e necessário na perspectiva da defesa da profissão e da qualidade dos serviços prestados pelo assistente social. Com relação à Política Nacional de Fiscalização, julgue o item. 




A ação fiscalizadora dos Conselhos Regionais de Serviço Social tem o âmbito de atuação centrado no exercício profissional dos assistentes sociais e deve ser realizada em conformidade com três dimensões: afirmativa de direitos; normativa; e disciplinadora.
 - Alternativas
Certo
Errado"
14;13;0;"Sobre o projeto ético-político que norteia a prática profissional do/da Assistente Social, é CORRETO afirmar:
 - Alternativas
A
O projeto ético-político expressa a vinculação da categoria a um projeto de manutenção da ordem social vigente.
B
A qualidade do atendimento aos usuários é reconhecido como o valor ético central do projeto ético-político.
C
Os Conselhos Regionais e Conselho Federal de Serviço Social, ao contrário da Associação Brasileira de Ensino e Pesquisa em Serviço Social, são instâncias político-organizativas consideradas componentes do projeto ético-político.

D
A defesa intransigente dos direitos humanos é o valor ético central do projeto ético-político.
E
A produção do conhecimento em Serviço Social é reconhecida como um dos componentes do projeto ético-político.
"
31;13;1;"A cerca do projeto ético político profissional, é INCORRETO afirmar: - Alternativas
A
O CFESS e CRESS constituem a dimensão político-organizativa do projeto ético-político profissional. 
B
Consolidado nos anos 90, o projeto ético-político da profissão direciona a ação profissional e reconhece a liberdade como valor ético central.
C
Posturas conservadoras não compactuam com o projeto ético-político da profissão.
D
O código de ética profissional e a lei de regulamentação da profissão, compõem a dimensão jurídico-organizativa do projeto ético político profissional.
E
O projeto ético político profissional, objetiva a intenção de colaborar com a ação profissional, a sua viabilização é uma escolha e depende da complexidade das expressões da questão social."
48;13;2;"A moralização da vida social tem ganhado legitimidade como estratégia de enfrentamento das expressões da questão social, processo que vem se consolidando na sociabilidade burguesa. Marque a opção INCORRETA. - Alternativas
A
O projeto ético político do Serviço Social, enquanto construção sociohistórica, filia-se a um projeto societário, não se confundindo com ele. Sua direção social impõe às ações profissionais a contribuição na construção de uma nova sociedade.
B
O Código de Ética Profissional de 1986, apesar de avanços, reproduziu a perspectiva não histórica e acrítica dos interesses das classes sociais. A dimensão política do trabalho profissional é enunciada pelos princípios constantes no documento de 1993.
C
O protagonismo das entidades da categoria, Conjunto CFESS-CRESS, ABEPSS e ENESSO, e seus posicionamentos, representa formas de materialização do projeto ético político profissional, respeitando as particularidades e autonomia de cada uma.
D
A reflexão ética é capaz de realizar a crítica da vida cotidiana e à sua dimensão moral. Ela amplia possibilidades de realização de escolhas conscientes para o exercício da liberdade e do compromisso com projetos coletivos.
E
O pertencimento a um projeto profissional e societário, e suas projeções, dão materialidade e organicidade à consciência ética das/os Assistentes Sociais, assim como o Código de Ética e a agenda política do Conjunto CFESS -CRESS."
15;14;0;"No que se refere às resoluções do Conselho Federal de Serviço Social (CFESS), que orientam e normatizam o exercício profissional de assistentes sociais, julgue o próximo item.




Cabe ao assistente social, quando solicitado a depor na condição de testemunha, prestar esclarecimentos e formular sua avaliação de natureza técnica.
 - Alternativas
Certo
Errado"
32;14;1;"Sobre a metodologia de depoimento especial, o Conselho Federal de Serviço Social (CFESS) produziu Nota Técnica sobre o Exercício Profissional de Assistentes Sociais (2017), oferecendo subsídios e tomando posicionamento profissional neste processo. Acerca do tema, assinale a opção INCORRETA: - Alternativas
A
Para a entidade, embora os argumentos de defesa da metodologia creditem à criança e/ou adolescente o direito de se expressar, não há previsão de uma avaliação das condições em que estes possuam na escuta no processo judicial criminal ou sua vontade de participar de tal ato.
B
O depoimento especial, ou depoimento sem dano, na qualidade de oitiva, define metodologia para o atendimento a crianças e adolescente vítimas de violência, não se limitando aos casos de violência sexual.
C
No âmbito da Lei nº. 8.662/1993, não há definição de competência ou atribuição profissional que habilite assistentes sociais a realizar a tomada de depoimentos junto a crianças e adolescentes pela metodologia de inquirição ou oitiva.
D
A dimensão privativa do trabalho profissional, orientado pela defesa e materialização da lógica da proteção integral de crianças e adolescentes, é incompatível com a busca da verdade material, coleta de provas ou de busca de punição do/a infrator/a.
E
Não cabe ao CFESS definir as competências dos/as assistentes sociais em situações de depoimentos sem dano, pois fere a autonomia de profissionais na realização desses procedimentos, em respeito à Lei nº 13.431/2017."
49;14;2;"No que se refere às resoluções do Conselho Federal de Serviço Social (CFESS), que orientam e normatizam o exercício profissional de assistentes sociais, julgue o próximo item.




Ao profissional contratado sob a designação assistente social que esteja em desvio de função, é facultada a inscrição no Conselho Regional de Serviço Social.
 - Alternativas
Certo
Errado"
16;15;0;"A Resolução n.º 556, do CFESS de 15/09/2009, dispõe sobre os procedimentos para efeito da lacração do material técnico e material técnico-sigiloso do Serviço Social. A resolução define como material técnico-sigiloso toda documentação cuja divulgação comprometa a imagem, a dignidade, a segurança, a proteção de interesses econômicos, sociais, de saúde, de trabalho, de intimidade e outros, das pessoas envolvidas, cujas informações respectivas estejam contidas em relatórios de atendimentos, entrevistas, estudos sociais e pareceres que possam, também, colocar os usuários em situação de risco ou provocar outros danos. Com base nessa definição, considere as afirmações abaixo.

I - É dever do(a) Assistente Social, em situação de saída da instituição, repassar todo o material técnico, sigiloso ou não, ao(à) colega substituto(a).

II - Na impossibilidade de repasse do material ao(à) Assistente Social substituto(a), o material deverá ser lacrado na presença de um(a) representante ou fiscal do CRESS, para somente vir a ser utilizado por colega substituto(a), quando será rompido o lacre, também na presença de um(a) representante do CRESS.

III - Em caso de extinção do Serviço Social da instituição, o material técnico-sigiloso poderá ser incinerado pelo(a) Assistente Social responsável, até aquela data, que também procederá à imediata comunicação, por escrito, ao CRESS.

Quais estão corretas?
 - Alternativas
A
Apenas I.
B
Apenas I e II.
C
Apenas I e III.
D
Apenas II e III.
E
I, II e III."
33;15;1;"Leia o texto a seguir:

“Art 2º- Parágrafo único: O material técnico sigiloso caracteriza-se por conter informações sigilosas, cuja divulgação comprometa a imagem, a dignidade, a segurança, a proteção de interesses econômicos, sociais, de saúde, de trabalho, de intimidade e outros, das pessoas envolvidas, cujas informações respectivas estejam contidas em relatórios de atendimentos, entrevistas, estudos sociais e pareceres que possam, também, colocar os usuários em situação de risco ou provocar outros danos.”

(Resolução CFESS nº 556/2009, de 15 de setembro de 2009)

Com base na Resolução supracitada, analise as afirmativas abaixo:

I - O assistente social garantirá o caráter confidencial das informações que vier a receber em razão de seu trabalho, indicando nos documentos sigilosos respectivos a menção: “sigiloso”.

II - Entende-se por material técnico o conjunto de instrumentos produzidos para o exercício profissional nos espaços sócio-ocupacionais, de caráter não sigiloso, que viabiliza a continuidade do Serviço Social e a defesa dos interesses dos usuários, como: relatórios de gestão, relatórios técnicos, pesquisas, projetos, planos, programas sociais, fichas cadastrais, roteiros de entrevistas, estudos sociais e outros procedimentos operativos.

III - Em caso de demissão ou exoneração, o assistente social deverá repassar todo o material técnico, sigiloso ou não, ao assistente social que vier a substituí-lo. Na impossibilidade de fazê-lo, o material deverá ser lacrado na presença de um representante ou fiscal do CRESS, para somente vir a ser utilizado pelo assistente social substituto, quando será rompido o lacre, também na presença de um representante do CRESS.

IV – Caso o CRESS não possa comparecer no momento de deslacrar o material, o assistente social que vier a assumir o cargo poderá fazê-lo, desde que remeta, logo em seguida, um relatório circunstanciado do ato do rompimento do lacre, declarando que passará a se responsabilizar pela guarda e sigilo do material.

Assinale a alternativa correta:
 - Alternativas
A
Somente as afirmativas II, III e IV são corretas.
B
Somente as afirmativas III e IV são corretas.
C
Somente a afirmativa I, II e III são corretas.
D
Todas as afirmativas são corretas."
50;15;2;"Com relação ao estabelecido pelo Conselho Federal de Serviço Social (CFESS) sobre o procedimento para lacração de material técnico e material técnico sigiloso do Serviço Social, assinale a alternativa incorreta - Alternativas
A
O procedimento para lacração de material técnico e material técnico sigiloso do Serviço Social tem suas normas estabelecidas pela Resolução CFESS nº 556, de 15 de setembro de 2008.
B
Entende-se por material técnico sigiloso toda documentação produzida, que pela natureza de seu conteúdo, deva ser de conhecimento restrito e, portanto, requeiram medidas especiais de salvaguarda para sua custódia e divulgação.
C
O/a assistente social garantirá o caráter confidencial das informações que vier a receber em razão de seu trabalho, indicando nos documentos sigilosos respectivos a menção: “sigiloso”.
D
Em caso de demissão ou exoneração, o/a assistente social deverá repassar todo o material técnico, sigiloso ou não, ao/à assistente social que vier a substituí-lo. "
