;enunciado;options;ano;banca;orgao;prova
301;"Analise as afirmativas a seguir:

I. O Estatuto da Criança e do Adolescente determina que se pratiquem atos violentos e opressores contra as crianças e os adolescentes que demonstrarem atitudes contrárias às normas disciplinares das instituições de ensino em que estão matriculadas.
II. A criança tem o direito de contestar critérios avaliativos utilizados na instituição de ensino onde está matriculada, assim como tem o direito de ser respeitada por seus educadores.

Marque a alternativa CORRETA:";[];2022;ADM&TEC;Prefeitura de Lajedo - PE ; ADM&TEC - 2022 - Prefeitura de Lajedo - PE - Intérprete de Libras
302;De acordo com o ECA, o adotante deve;[];2022;CESPE;DPE-RO ; CESPE / CEBRASPE - 2022 - DPE-RO - Analista da Defensoria Pública - Jurídica
303;De acordo com o Estatuto da Criança e do Adolescente (ECA), a colocação da criança ou adolescente em família substituta estrangeira constitui medida excepcional, somente admissível na modalidade;[];2022;CESPE;DPE-RO ; CESPE / CEBRASPE - 2022 - DPE-RO - Analista da Defensoria Pública - Jurídica
304;"De acordo com o Estatuto da Criança e do Adolescente, analise as seguintes assertivas e assinale V, se verdadeiras, ou F, se falsas.

( ) A pessoa com até doze anos de idade incompletos é considerada criança.
( ) É liberada a venda de bilhetes lotéricos para adolescentes acima dos 16 anos.
( ) É dever do Estado assegurar atendimento educacional especializado aos portadores de deficiência, preferencialmente na rede regular de ensino.
( ) Igualdade de condições para o acesso e permanência na escola.

A ordem correta de preenchimento dos parênteses, de cima para baixo, é:";[];2021;FUNDATEC;Prefeitura de Ivoti - RS ; FUNDATEC - 2021 - Prefeitura de Ivoti - RS - Professor - Anos Iniciais
305;"Em relação ao Estatuto da Criança e do Adolescente, analise as assertivas abaixo e assinale V, se verdadeiras, ou F, se falsas quanto ao direito à Educação, à Cultura, ao Esporte e ao Lazer.




( ) É direito dos pais ou responsáveis ter ciência do processo pedagógico, bem como participar da definição das propostas educacionais.

( ) Os pais ou responsável não possuem a obrigação de matricular seus filhos ou pupilos na rede regular de ensino. Isso fica a cargo do Estado.

( ) No processo educacional, serão respeitados os valores culturais, artísticos e históricos próprios do contexto social da criança e do adolescente, garantindo-se a estes a liberdade da criação e o acesso às fontes de cultura.




A ordem correta de preenchimento dos parênteses, de cima para baixo, é:";[];2021;FUNDATEC;Prefeitura de Ivoti - RS ; FUNDATEC - 2021 - Prefeitura de Ivoti - RS - Professor - Ciências Físicas e Biológicas 
306;"Quanto à Lei n.º 8.069/1990 (Estatuto da Criança e do Adolescente) e à Lei n.º 13.146/2015 (Estatuto da Pessoa com Deficiência), julgue o item.




São impedidos de servir no mesmo conselho tutelar parentes em qualquer grau, não se estendendo a restrição ao representante do Ministério Público com atuação na Vara da Infância e da Juventude local. 
";[];2021;Quadrix;SEDF ; Quadrix - 2021 - SEDF - Professor Substituto - Atividades
307;"Quanto à Lei n.º 8.069/1990 (Estatuto da Criança e do Adolescente) e à Lei n.º 13.146/2015 (Estatuto da Pessoa com Deficiência), julgue o item.




Entre outras, são medidas aplicáveis aos pais a advertência, a perda da guarda e a suspensão ou a destituição do poder familiar. 
";[];2021;Quadrix;SEDF ; Quadrix - 2021 - SEDF - Professor Substituto - Atividades
308;"Quanto à Lei n.º 8.069/1990 (Estatuto da Criança e do Adolescente) e à Lei n.º 13.146/2015 (Estatuto da Pessoa com Deficiência), julgue o item.




É direito dos pais ou responsáveis ter ciência do processo pedagógico, bem como participar da definição das propostas educacionais. 
";[];2021;Quadrix;SEDF ; Quadrix - 2021 - SEDF - Professor Substituto - Atividades
309;O Estatuto da Criança e do Adolescente, em seu capítulo II, trata do direito à liberdade, citando como um deles:;[];2021;AMEOSC;Prefeitura de Palma Sola - SC ; AMEOSC - 2021 - Prefeitura de Palma Sola - SC - Professor do 1º ao 5º ano - Edital nº 013
310;"Em relação ao Estatuto da Criança e do Adolescente, analise as assertivas abaixo e assinale V, se verdadeiras, ou F, se falsas quanto ao direito à Educação, à Cultura, ao Esporte e ao Lazer.




( ) É direito dos pais ou responsáveis ter ciência do processo pedagógico, bem como participar da definição das propostas educacionais.

( ) Os pais ou responsável não possuem a obrigação de matricular seus filhos ou pupilos na rede regular de ensino. Isso fica a cargo do Estado.

( ) No processo educacional, serão respeitados os valores culturais, artísticos e históricos próprios do contexto social da criança e do adolescente, garantindo-se a estes a liberdade da criação e o acesso às fontes de cultura.




A ordem correta de preenchimento dos parênteses, de cima para baixo, é:";[];2021;FUNDATEC;Prefeitura de Ivoti - RS ; FUNDATEC - 2021 - Prefeitura de Ivoti - RS - Professor - Ciências Físicas e Biológicas 
311;"Quanto à Lei n.º 8.069/1990 (Estatuto da Criança e do Adolescente) e à Lei n.º 13.146/2015 (Estatuto da Pessoa com Deficiência), julgue o item.




São impedidos de servir no mesmo conselho tutelar parentes em qualquer grau, não se estendendo a restrição ao representante do Ministério Público com atuação na Vara da Infância e da Juventude local. 
";[];2021;Quadrix;SEDF ; Quadrix - 2021 - SEDF - Professor Substituto - Atividades
312;"Quanto à Lei n.º 8.069/1990 (Estatuto da Criança e do Adolescente) e à Lei n.º 13.146/2015 (Estatuto da Pessoa com Deficiência), julgue o item.




Entre outras, são medidas aplicáveis aos pais a advertência, a perda da guarda e a suspensão ou a destituição do poder familiar. 
";[];2021;Quadrix;SEDF ; Quadrix - 2021 - SEDF - Professor Substituto - Atividades
313;"Quanto à Lei n.º 8.069/1990 (Estatuto da Criança e do Adolescente) e à Lei n.º 13.146/2015 (Estatuto da Pessoa com Deficiência), julgue o item.




É direito dos pais ou responsáveis ter ciência do processo pedagógico, bem como participar da definição das propostas educacionais. 
";[];2021;Quadrix;SEDF ; Quadrix - 2021 - SEDF - Professor Substituto - Atividades
314;O Estatuto da Criança e do Adolescente, em seu capítulo II, trata do direito à liberdade, citando como um deles:;[];2021;AMEOSC;Prefeitura de Palma Sola - SC ; AMEOSC - 2021 - Prefeitura de Palma Sola - SC - Professor do 1º ao 5º ano - Edital nº 013
315;O Estatuto da Criança e do Adolescente, em seu capítulo II, trata do direito à liberdade, citando como um deles:;[];2021;AMEOSC;Prefeitura de Palma Sola - SC ; AMEOSC - 2021 - Prefeitura de Palma Sola - SC - Professor de Educação Infantil - Edital nº 013 
316;O Estatuto da Criança e do Adolescente, em seu capítulo II, trata do direito à liberdade, citando como um deles:;[];2021;AMEOSC;Prefeitura de Palma Sola - SC ; AMEOSC - 2021 - Prefeitura de Palma Sola - SC - Professor de Educação Física - Edital nº 013
317;"Em conformidade com a Lei nº 8.069/1990 - ECA, sobre o direito à vida e à saúde, analisar a sentença abaixo:

O Poder Público, as instituições e os empregadores propiciarão condições adequadas ao aleitamento materno, exceto aos filhos de mães submetidas à medida privativa de liberdade (1ª parte). Os profissionais das unidades primárias de saúde desenvolverão ações sistemáticas, individuais ou coletivas, visando ao planejamento, à implementação e à avaliação de ações de promoção, proteção e apoio ao aleitamento materno e à alimentação complementar saudável, de forma contínua (2ª parte). Os serviços de Unidades de Terapia Intensiva neonatal deverão dispor de banco de leite humano ou unidade de coleta de leite humano (3ª parte).

A sentença está:";[];2022;OBJETIVA;Prefeitura de Varginha - MG ; OBJETIVA - 2022 - Prefeitura de Varginha - MG - Procurador Municipal
318;No tocante às medidas socioeducativas, à remissão e à apuração de ato infracional atribuído a adolescente, assinale a opção correta à luz da legislação em vigor e da jurisprudência dos tribunais superiores.;[];2022;CESPE;DPE-PA ; CESPE / CEBRASPE - 2022 - DPE-PA - Defensor Público
319;"No que se refere às atribuições do Ministério Público previstas no ECA, julgue os itens a seguir.

I A legitimidade ativa do Ministério Público de ajuizar ação de alimentos em proveito de criança ou adolescente depende do exercício do poder familiar dos pais.

II O adolescente que praticar ato infracional, ainda que venha a completar 18 anos de idade, ficará sujeito às normas do ECA, devendo cumprir eventual medida socioeducativa imposta a ele judicialmente, obedecido o limite máximo de idade de 21 anos.

III O adolescente que alcançar a maioridade civil após praticar ato infracional afasta a legitimidade do Ministério Público para o acompanhamento da medida socioeducativa cabendo à execução penal.

IV A legitimidade ativa do Ministério Público para ajuizar ação de alimentos em proveito de criança ou adolescente independe de eles se encontrem em situação de violação de direitos.

Estão certos apenas os itens ";[];2022;CESPE;MPE-TO ; CESPE / CEBRASPE - 2022 - MPE-TO - Promotor de Justiça Substituto
320;"Segundo o preconizado pelo Estatuto da Criança e do Adolescente a respeito da matéria de Adoção é correto afirmar:
I. Podem adotar os maiores de 18 (dezoito) anos, independentemente do estado civil.
II. Os divorciados, os judicialmente separados e os excompanheiros podem adotar conjuntamente, contanto que acordem sobre a guarda e o regime de visitas e desde que o estágio de convivência tenha sido iniciado na constância do período de convivência e que seja comprovada a existência de vínculos de afinidade e afetividade com aquele não detentor da guarda, que justifiquem a excepcionalidade da concessão.
III. O adotante há de ser, pelo menos, vinte anos mais velho do que o adotando.
IV. A adoção não poderá ser deferida ao adotante que, após inequívoca manifestação de vontade, vier a falecer no curso do procedimento, antes de prolatada a sentença.


A sequência correta é:";[];2021;IESES;TJ-RO ; IESES - 2021 - TJ-RO - Titular de Serviços de Notas e de Registros - Remoção
321;"Rosana e Suely são irmãs e mantêm fortes vínculos de afetividade desde a infância. Suely é mãe de Michael, que tem 2 anos de idade, sendo a paternidade da criança desconhecida. Suely faz uso de substâncias entorpecentes desde a adolescência, sendo amparada pela família. Diante do desejo de não exercer a maternidade e por se encontrar em situação de rua, sem aderir a qualquer encaminhamento realizado pelas redes municipais de assistência social e de saúde, Suely deseja entregar a criança em adoção para a sua irmã, que conta com forte afeição de Michael e deseja adotá-lo, embora não esteja habilitada à adoção nem cadastrada previamente no Sistema Nacional de Adoção e Acolhimento (SNA).

Considerando o disposto na Lei nº 8.069/1990 (ECA), a adoção pretendida por Rosana: ";[];2022;FGV;DPE-MS ; FGV - 2022 - DPE-MS - Defensor Público Substituto
322;"Jennifer resolve realizar a entrega do filho recém-nascido em adoção, pois não deseja exercer a maternidade. Depois de ser atendida pela equipe técnica da Vara da Infância e Juventude, Jennifer concorda em ser encaminhada pelo magistrado para atendimento pelas redes de saúde e de assistência social. Em audiência judicial designada na forma do Art. 166, §1º, do ECA, em que está assistida pela Defensoria Pública, Jennifer ratifica a entrega em adoção, tendo o poder familiar extinto, com o acolhimento da criança. Decorridos cinco dias da data de prolação da sentença, Jennifer procura a Defensoria Pública e manifesta o desejo de reaver a guarda de seu filho.

Considerando o disposto na Lei nº 8.069/1990 e os fatos narrados, é correto afirmar que Jennifer: ";[];2022;FGV;DPE-MS ; FGV - 2022 - DPE-MS - Defensor Público Substituto
323;Jornal de grande circulação no Estado do Mato Grosso do Sul divulga notícia referente a um crime de roubo ocorrido em Campo Grande, sendo apontados como autores do fato três homens adultos, havendo envolvimento de dois adolescentes que, supostamente, teriam praticado ato infracional. O nome dos adolescentes é omitido na matéria jornalística, que divulga apenas suas iniciais, JLF e MPO. Na matéria, há fotografia dos cinco envolvidos, estando o rosto dos adolescentes parcialmente coberto, sendo exibidas tatuagens de seus braços. O Ministério Público propõe Representação por Infração Administrativa em face do jornal, com fulcro no Art. 247 do ECA, alegando que os adolescentes foram indevidamente expostos. As genitoras dos adolescentes procuram a Defensoria Pública em busca de atendimento em razão da grande repercussão dos fatos. Considerando o disposto na Lei nº 8.069/1990, é correto afirmar que a infração administrativa: ;[];2022;FGV;DPE-MS ; FGV - 2022 - DPE-MS - Defensor Público Substituto
324;Fabiana, residente no município de Três Lagoas, tem dois filhos, Kelly e Michel, sendo certo que as crianças não possuem o nome do genitor em seus registros de nascimento. Fabiana é acometida de grave doença e falece. Tendo em vista a inexistência de parentes que possam exercer a guarda das crianças, após a realização de estudos técnicos, Kelly e Michel são acolhidos em Campo Grande, decidindo o magistrado pela colocação das crianças em família substituta. Após consulta ao Sistema Nacional de Adoção e Acolhimento (SNA), a equipe técnica da Vara da Infância e Juventude localiza casal habilitado à adoção dos irmãos, encaminhando-os a atendimento pela Defensoria Pública. Considerando o disposto na Lei nº 8.069/1990 (ECA) acerca da competência, a ação de adoção deverá ser proposta em:;[];2022;FGV;DPE-MS ; FGV - 2022 - DPE-MS - Defensor Público Substituto
325;"Conforme a Lei nº 8.069/1990 (ECA), Art. 4º, o dever de assegurar, com absoluta prioridade, a efetivação dos direitos referentes à vida, à saúde, à alimentação, à educação, ao esporte, ao lazer, à profissionalização, à cultura, à dignidade, ao respeito, à liberdade e à convivência familiar e comunitária é:




I. Da família.


II. Da comunidade, da sociedade em geral e do poder público.


III. Apenas da família.


IV. Exclusivamente do poder público.





Quais estão corretas?
";[];2022;FUNDATEC;IPE Saúde ; FUNDATEC - 2022 - IPE Saúde - Analista de Gestão em Saúde - Serviço Social
326;"O Estatuto da Criança e do Adolescente (Lei n. 8.069/1990) regulamenta o processo de adoção. Sobre este tema, leia as assertivas a seguir e responda:

I. O vínculo da adoção constitui-se por sentença judicial, que será inscrita no registro civil mediante mandado do qual não se fornecerá certidão. Esta sentença conferirá ao adotado o nome do adotante, mas não poderá determinar a modificação do prenome.
II. A pedido do adotante, o novo registro poderá ser lavrado no Cartório do Registro Civil do Município de sua residência.
III. O adotado tem direito de conhecer sua origem biológica, bem como de obter acesso irrestrito ao processo no qual a medida foi aplicada e seus eventuais incidentes, após completar 18 (dezoito) anos, ou antes de completar esta idade, a seu pedido, assegurada orientação e assistência jurídica e psicológica.

Considerando as assertivas acima, assinale a alternativa correta:";[];2021;IESES;TJ-RO ; IESES - 2021 - TJ-RO - Titular de Serviços de Notas e de Registros - Provimento
327;A venda de fotos ou vídeos que contenham cena de sexo explícito ou pornográfica envolvendo criança ou adolescente, configura:;[];2021;IBADE;ISE-AC ; IBADE - 2021 - ISE-AC - Técnico Administrativo e Operacional - Auxiliar Administrativo 
328;Acerca do Conselho Tutelar, é correto afirmar que é um órgão: ;[];2021;IBADE;ISE-AC ; IBADE - 2021 - ISE-AC - Técnico Administrativo e Operacional - Auxiliar Administrativo 
329;A defesa técnica por advogado é um(a): ;[];2021;IBADE;ISE-AC ; IBADE - 2021 - ISE-AC - Técnico Administrativo e Operacional - Auxiliar Administrativo 
330;Considerada a idade à data do fato, respondem penalmente por crime as pessoas com:;[];2021;IBADE;ISE-AC ; IBADE - 2021 - ISE-AC - Técnico Administrativo e Operacional - Auxiliar Administrativo 
331;A política de atendimento dos direitos da criança e do adolescente far-se-á através de um conjunto articulado de ações governamentais e não-governamentais, da União, dos estados, do Distrito Federal e dos municípios. Uma das linhas de ação da política de atendimento é (são) o(a)(s), EXCETO: ;[];2021;IBADE;ISE-AC ; IBADE - 2021 - ISE-AC - Técnico Administrativo e Operacional - Auxiliar Administrativo 
332;Considerando o direito à educação, é certo afirmar que o acesso de crianças e adolescentes ao ensino obrigatório e gratuito é um:;[];2021;IBADE;ISE-AC ; IBADE - 2021 - ISE-AC - Técnico Administrativo e Operacional - Auxiliar Administrativo 
333;O menor pode trabalhar com a idade de: ;[];2021;IBADE;ISE-AC ; IBADE - 2021 - ISE-AC - Técnico Administrativo e Operacional - Auxiliar Administrativo 
334;"Julgue o item.







Devem ser resguardados os valores culturais, artísticos e históricos próprios do contexto social da criança e do adolescente, com garantia de liberdade de criação e de acesso às fontes de cultura.
";[];2021;Quadrix;SEDF ; Quadrix - 2021 - SEDF - Professor Substituto - Direito
335;"Julgue o item.







É direito da criança e do adolescente o acesso à escola pública e gratuita, com garantia de vaga em unidade a que seus irmãos eventualmente já frequentem, independentemente da etapa de ensino.
";[];2021;Quadrix;SEDF ; Quadrix - 2021 - SEDF - Professor Substituto - Direito
336;"Julgue o item. 







A educação como direito da criança e do adolescente transcende o desenvolvimento pessoal e funciona como verdadeiro preparo para o próprio exercício da cidadania. 
";[];2021;Quadrix;SEDF ; Quadrix - 2021 - SEDF - Professor Substituto - Direito
337;"Joseane, adolescente de 12 anos, é vítima de estupro praticado por seu padrasto, Francisco. Após análise do inquérito policial, o Ministério Público oferece denúncia em face de Francisco, requerendo, em sede de produção antecipada de prova, o depoimento especial da adolescente. Na data da audiência, a profissional especializada que participa do ato processual na sala de depoimento especial lê a denúncia para a adolescente, questionando-a sobre a veracidade dos fatos. Joseane informa à profissional especializada que se sente intimidada ao saber que o padrasto está presente na sala de audiências e, em virtude disso, permanece calada. O magistrado suspende o ato processual e Joseane manifesta o desejo de prestar depoimento diretamente ao juiz, sem a presença do réu na sala de audiências.

Considerando os fatos narrados e o disposto na Lei nº 13.431/2017, é correto afirmar que:";[];2022;FGV;TJ-AP ; FGV - 2022 - TJ-AP - Juiz de Direito Substituto
338;"Quanto à Lei n.º 8.069/1990 (Estatuto da Criança e do Adolescente) e à Lei n.º 13.146/2015 (Estatuto da Pessoa com Deficiência), julgue o item.

Os dirigentes de estabelecimentos de ensino fundamental comunicarão ao conselho tutelar elevados níveis de repetência e a reiteração de faltas injustificadas e de evasão escolar, esgotados os recursos escolares.
";[];2021;Quadrix;SEDF ; Quadrix - 2021 - SEDF - Professor Substituto - Administração 
339;"Um casal de alemães veio visitar o Brasil e ficou sensibilizado ao conhecer uma organização que cuidava de crianças abandonadas. Decidiu que gostaria de levar uma criança para viver com eles na Alemanha, para criá-la e educá-la.

Nesse caso, a colocação em família substituta far-se-á mediante:";[];2021;FGV;Câmara de Aracaju - SE ; FGV - 2021 - Câmara de Aracaju - SE - Procurador Judicial
340;A Dirigente de uma escola de ensino fundamental tem constantemente manifestado sua preocupação sobre um aluno específico, pois ele apresentava elevados níveis de repetência. Apesar de todos os seus esforços, bem como os da comunidade escolar, a situação não foi revertida e as repetências continuaram. Por isso, a Dirigente se viu obrigada a cumprir a diretriz legal da Lei nº 8.069/1990 (Estatuto da Criança e do Adolescente) para esse tipo de situação, onde se afirma que, para casos de educando que apresente elevados níveis de repetência, devem os dirigentes de estabelecimentos de ensino fundamental comunicarem: ;[];2021;FUNDATEC;Prefeitura de Porto Alegre - RS ; FUNDATEC - 2021 - Prefeitura de Porto Alegre - RS - Professor - Anos Iniciais - Bloco I
341;"Com base no ECA, julgue o item a seguir. 

O adotado tem direito de conhecer sua origem biológica, bem como de obter acesso irrestrito ao processo no qual a medida foi aplicada e de saber seus eventuais incidentes, após completar dezoito anos de idade, sendo igualmente permitido o acesso ao processo de adoção ao adotado menor de dezoito anos de idade, a seu pedido, asseguradas orientação e assistência jurídica e psicológica. 
";[];2022;CESPE;DPE-RS ; CESPE / CEBRASPE - 2022 - DPE-RS - Defensor Público
342;"Com base no ECA, julgue o item a seguir. 

A adoção de adolescente maior de doze anos de idade poderá ser deferida ao adotante mesmo que este, após inequívoca manifestação da vontade de adotar, faleça no curso do procedimento, antes de prolatada a sentença, sendo necessário o consentimento do adotando.
";[];2022;CESPE;DPE-RS ; CESPE / CEBRASPE - 2022 - DPE-RS - Defensor Público
343;"Com base no ECA, julgue o item a seguir. 

A adoção é medida excepcional e irrevogável à qual se deve recorrer apenas quando esgotados os recursos de manutenção da criança ou do adolescente na família natural ou extensa, sendo vedada a adoção por procuração.
";[];2022;CESPE;DPE-RS ; CESPE / CEBRASPE - 2022 - DPE-RS - Defensor Público
344;"Em atendimento a certa unidade de cumprimento de medida socioeducativa de internação, o defensor público ouviu Caio, de dezoito anos de idade, que informou pretender casar-se com sua companheira, de dezenove anos de idade, com quem mantém união estável, o que havia sido vedado pela direção da unidade, sob o fundamento de que o casamento somente seria possível após a extinção da medida ou de sua progressão para o meio aberto. Além disso, Caio questionou acerca da possibilidade de receber visita íntima de sua companheira. Ao analisar o processo de execução da medida socioeducativa imposta a Caio, o defensor público percebeu que o jovem estava cumprindo internação-sanção havia 60 dias, em razão do reiterado e injustificado descumprimento da medida de liberdade assistida a ele imposta em sede de remissão extintiva.

Com relação a essa situação hipotética, julgue o próximo item. 

Caio faz jus ao recebimento de visita íntima e à celebração do casamento com sua companheira.  
";[];2022;CESPE;DPE-RS ; CESPE / CEBRASPE - 2022 - DPE-RS - Defensor Público
345;"Acerca dos procedimentos e do sistema recursal previstos no Estatuto da Criança e do Adolescente (ECA), julgue o item que se segue. 

Embora seja possível a citação por edital no processo de destituição do poder familiar, é incabível a citação por hora certa, por ausência de previsão legal.
";[];2022;CESPE;DPE-RS ; CESPE / CEBRASPE - 2022 - DPE-RS - Defensor Público
346;"Com base na Lei n.º 13.431/2017, que estabelece o Sistema de Garantia de Direitos da Criança e do Adolescente Vítima ou Testemunha de Violência, e na Resolução n.º 299/2019 do Conselho Nacional de Justiça (CNJ), julgue o item a seguir.

Embora vise a garantir os direitos da criança e do adolescente vítima ou testemunha de violência, a Lei n.º 13.431/2017 não prevê a possibilidade de afastamento do imputado da sala de audiências, uma vez que, no depoimento especial, a vítima ou testemunha de violência é ouvida em ambiente diverso, junto com profissional especializado, sendo o seu depoimento transmitido em tempo real, sem nenhum contato com o imputado.
";[];2022;CESPE;DPE-RS ; CESPE / CEBRASPE - 2022 - DPE-RS - Defensor Público
347;Mário, criança de dois anos, possui doença que necessita de atendimento especializado em outra unidade da Federação, haja vista que o Estado do Amazonas não disponibiliza o tratamento necessário ao seu restabelecimento. Sua genitora procura pela Defensoria Pública do Estado e entrega ao Defensor Público relatório circunstanciado a respeito do caso de saúde e solicita sua intervenção para que consiga submeter Mário ao tratamento adequado. Neste documento, há indicação de dois outros Estados que possuem o acompanhamento de saúde para o seu caso específico, o que pode lhe oportunizar tratamento e cura. Como Defensor Público, atuando em favor da criança representada pela mãe, sua conduta será de;[];2021;FCC;DPE-AM ; FCC - 2021 - DPE-AM - Defensor Público
348;"O Estatuto da Criança e do Adolescente (Lei no 8.080/90), nos artigos 131 à 137, faz orientações com relação ao Conselho Tutelar que é, como sabemos, um importante dispositivo de defesa dos direitos das crianças e dos adolescentes. Considerando tal legislação, analise as afirmativas abaixo e dê valores verdadeiro (V) ou falso (F).
( ) São permitidos de servir no mesmo Conselho marido e mulher, ascendentes e descendentes, sogro e genro ou nora, irmãos, cunhados, durante o cunhadio, tio e sobrinho, padrasto ou madrasta e enteado.
( ) O exercício efetivo da função de conselheiro constituirá serviço público relevante e estabelecerá presunção de idoneidade moral.
( ) As decisões do Conselho Tutelar somente poderão ser revistas pela autoridade judiciária a pedido de quem tenha legítimo interesse.
( ) No processo de escolha dos membros do Conselho Tutelar, é permitido ao candidato doar, oferecer, prometer ou entregar ao eleitor bem ou vantagem pessoal de qualquer natureza, inclusive brindes de pequeno valor.

Assinale a alternativa que apresenta a sequência correta de cima para baixo.";[];2021;IBFC;MGS ; IBFC - 2021 - MGS - Assistente Social
349;A criação do Estatuto da Criança e do Adolescente foi um marco no processo de reconhecimento e valorização destes, como seres humanos dotados de desejos e necessidades, portanto, esta lei dispõe sobre:;[];2021;AMEOSC;Prefeitura de Itapiranga - SC ; AMEOSC - 2021 - Prefeitura de Itapiranga - SC - Professor de Geografia 
350;A criação do Estatuto da Criança e do Adolescente foi um marco no processo de reconhecimento e valorização destes, como seres humanos dotados de desejos e necessidades, portanto, esta lei dispõe sobre:;[];2021;AMEOSC;Prefeitura de Itapiranga - SC ; AMEOSC - 2021 - Prefeitura de Itapiranga - SC - Professor de Matemática 
351;A criação do Estatuto da Criança e do Adolescente foi um marco no processo de reconhecimento e valorização destes, como seres humanos dotados de desejos e necessidades, portanto, esta lei dispõe sobre:;[];2021;AMEOSC;Prefeitura de Itapiranga - SC ; AMEOSC - 2021 - Prefeitura de Itapiranga - SC - Professor de Português
352;De acordo com a Lei nº 8.069, de 13 de julho de 1990, assinale a alternativa INCORRETA: ;[];2016;ZAMBINI;Prefeitura de Embu das Artes - SP ; ZAMBINI - 2016 - Prefeitura de Embu das Artes - SP - Orientador para o Mercado de Trabalho
353;Com relação ao direito à educação previsto no artigo 53 do ECA, julgue os itens a seguir e, ao final, assinale a alternativa correta: I – direito de ser respeitado por seus educadores. II – igualdade de condições para o acesso e evasão escolar. III – direito de contestar critérios avaliativos, não podendo recorrer às instâncias escolares superiores. ;[];2021;Avança;Prefeitura de Laranjal Paulista - SP ; Avança SP - 2021 - Prefeitura de Laranjal Paulista - SP - Inspetor de Alunos
354;De acordo com o artigo 13 do Estatuto da Criança e do Adolescente, serão comunicados ao Conselho Tutelar da localidade os seguintes casos: I – castigo físico. II – homofobia. III – tratamento degradante. ;[];2021;Avança;Prefeitura de Laranjal Paulista - SP ; Avança SP - 2021 - Prefeitura de Laranjal Paulista - SP - Inspetor de Alunos
355;"Assinalar a alternativa que preenche as lacunas abaixo CORRETAMENTE:
Para os efeitos da Lei nº 8.069/1990 - ECA, considera-se adolescente a pessoa entre _________ e __________ anos de idade.";[];2021;OBJETIVA;Prefeitura de Victor Graeff - RS ; OBJETIVA - 2021 - Prefeitura de Victor Graeff - RS - Professor - Anos Finais do Ensino Fundamental - Artes Visuais 
356;"Considerando a situação hipotética relatada, julgue o item a seguir. 




Se for encontrado, Pedrinho poderá ser encaminhado para internação em estabelecimento educacional.
";[];2021;CESPE;PC-SE ; CESPE / CEBRASPE - 2021 - PC-SE - Agente de Polícia Judiciária
357;"O Estatuto da Criança e do Adolescente estabelece os princípios que a formação técnico-profissional deve obedecer. Estando tais princípios citados entre os itens abaixo, analise-os: I.Garantia de acesso e frequência obrigatória ao ensino regular. IIAtividade compatível com o desenvolvimento do adolescente. III.Horário especial para o exercício das atividades. IV.Garantia de estágio preparatório remunerado.
Estão CORRETOS, apenas:";[];2021;AMEOSC;Prefeitura de Guarujá do Sul - SC ; AMEOSC - 2021 - Prefeitura de Guarujá do Sul - SC - Professor de História
358;"O Estatuto da Criança e do Adolescente estabelece os princípios que a formação técnico-profissional deve obedecer. Estando tais princípios citados entre os itens abaixo, analise-os: I.Garantia de acesso e frequência obrigatória ao ensino regular. IIAtividade compatível com o desenvolvimento do adolescente. III.Horário especial para o exercício das atividades. IV.Garantia de estágio preparatório remunerado.
Estão CORRETOS, apenas:";[];2021;AMEOSC;Prefeitura de Guarujá do Sul - SC ; AMEOSC - 2021 - Prefeitura de Guarujá do Sul - SC - Professor de Educação Física (Licenciatura) 
359;"O Estatuto da Criança e do Adolescente estabelece os princípios que a formação técnico-profissional deve obedecer. Estando tais princípios citados entre os itens abaixo, analise-os: I.Garantia de acesso e frequência obrigatória ao ensino regular. IIAtividade compatível com o desenvolvimento do adolescente. III.Horário especial para o exercício das atividades. IV.Garantia de estágio preparatório remunerado.
Estão CORRETOS, apenas:
";[];2021;AMEOSC;Prefeitura de Guarujá do Sul - SC ; AMEOSC - 2021 - Prefeitura de Guarujá do Sul - SC - Professor de Educação Infantil
360;"O Estatuto da Criança e do Adolescente estabelece os princípios que a formação técnico-profissional deve obedecer. Estando tais princípios citados entre os itens abaixo, analise-os: I.Garantia de acesso e frequência obrigatória ao ensino regular. IIAtividade compatível com o desenvolvimento do adolescente. III.Horário especial para o exercício das atividades. IV.Garantia de estágio preparatório remunerado.
Estão CORRETOS, apenas:";[];2021;AMEOSC;Prefeitura de Guarujá do Sul - SC ; AMEOSC - 2021 - Prefeitura de Guarujá do Sul - SC - Professor de Ciências
361;Kátia tem 16 anos e está grávida. Durante todo o acompanhamento pré-natal, ela demonstrou o desejo de entregar seu filho(a) para a adoção. Após o parto, ela reafirma essa intenção. Nesse caso, a assistente social deverá:;[];2021;FGV;TJ-RO ; FGV - 2021 - TJ-RO - Analista Judiciário - Assistente Social
362;Acerca da superveniência da maioridade penal do adolescente (18 anos), enquanto submetido à medida socioeducativa, é correto afirmar que;[];2021;VUNESP;TJ-SP ; VUNESP - 2021 - TJ-SP - Juiz Substituto
363;A respeito do instituto da guarda, é correto afirmar que;[];2021;VUNESP;TJ-SP ; VUNESP - 2021 - TJ-SP - Juiz Substituto
